"fis_code","humid","snow","air","weather_type","round_type","max_wind","avg_wind","min_wind","gate","counted_jumpers","all_jumpers","all_countries"
"2019JP3210RL",79,-9,-12,"overcast","2nd round ",0.9,0.5,0.1,19,30,30,9
"2019JP3201RL",89,-8,-1,"snowy","1st round ",0.7,0.4,0.1,12,45,45,11
"2019JP3201RL",91,-8,-1,"snowy","2nd round ",0.7,0.5,0.1,12,30,30,7
"2019JP3200RTRIA",71,-8,1,"partly cloudy","trial round ",0.5,-0.3,-1.2,10,45,45,11
"2019JP3200RLT",82,-8,1,"overcast","training 1 ",0.9,-0.2,-1.4,10,45,45,11
"2019JP3200RL",74,-8,2,"partly cloudy","1st round ",1.4,0.4,-0.6,10,45,45,11
"2019JP3200RL",69,-8,2,"partly cloudy","2nd round ",0.9,0.1,-1,8,30,30,8
"2019JP3195RTRIA",78,-5,-2,"overcast","trial round ",0.4,-0.4,-1.4,16,69,69,17
"2019JP3195RL",76,-5,-2,"overcast","1st round ",2.3,0.7,-0.5,13,64,69,17
"2019JP3195RL",74,-5,-2,"overcast","2nd round ",1.4,0.5,-0.6,11,29,30,12
"2019JP3194RTRIA",84,-5,-2,"overcast","trial round ",0.3,0,-0.3,12,69,69,17
"2019JP3194RLT",89,-6,-2,"overcast","training 1 ",0.3,0,-0.3,13,34,34,13
"2019JP3194RL",87,-5,-2,"snowy","1st round ",0.1,0,-0.2,12,67,69,17
"2019JP3194RL",82,-5,-2,"snowy","2nd round ",0.1,0,-0.1,14,30,30,10
"2019JP3182RTRIA",80,NA,13,"partly cloudy","trial round ",0,-0.6,-1,6,55,55,12
"2019JP3182RL",73,NA,14,"sunny","1st round ",-0.3,-0.8,-1.2,5,53,55,12
"2019JP3182RL",70,NA,16,"sunny","2nd round ",-0.1,-0.7,-1.1,5,30,30,8
"2019JP3181RTRIA",76,NA,15,"partly cloudy","trial round ",0.7,-0.6,-1.3,7,55,55,12
"2019JP3181RLT",79,NA,15,"partly cloudy","training 1 ",0.1,-0.2,-0.6,8,36,36,10
"2019JP3181RL",75,NA,14,"partly cloudy","1st round ",0.3,0,-0.3,4,53,55,12
"2019JP3181RL",75,NA,17,"partly cloudy","2nd round ",1,0.5,0,3,26,30,8
"2019JP3180RLT",58,NA,14,"partly cloudy","training 1 ",2.8,1,-1.8,3,43,43,12
"2019JP3180RLT",58,NA,14,"partly cloudy","training 2 ",2,1,-0.5,6,52,52,12
"2019JP3180RL",59,NA,14,"partly cloudy","1st round ",1.9,0.7,-0.5,6,49,53,12
"2019JP3180RL",54,NA,14,"partly cloudy","2nd round ",1.2,0.4,-0.6,7,30,30,8
"2019JP3179RTRIA",66,NA,8,"sunny","trial round ",1.5,0.9,0.3,14,34,34,11
"2019JP3179RL",67,NA,10,"sunny","1st round ",2,1.3,0.6,15,36,36,11
"2019JP3179RL",69,NA,10,"partly cloudy","2nd round ",1.7,1.1,0.6,15,30,30,10
"2019JP3178RTRIA",62,-4,3,"sunny","trial round ",0.1,-0.5,-1.2,20,58,58,15
"2019JP3178RL",63,-4,3,"sunny","1st round ",1.1,-0.7,-1.5,20,57,58,15
"2019JP3178RL",58,-4,4,"partly cloudy","2nd round ",0,0,0,20,29,30,10
"2019JP3177RLT",66,-4,4,"sunny","training 1 ",0,0,0,19,60,60,15
"2019JP3177RL",66,-4,4,"clear","1st round ",-1.2,-2.3,-3.2,23,55,60,15
"2019JP3177RL",75,-4,3,"clear","2nd round ",-1.2,-2.2,-3.4,23,30,30,9
"2019JP3174RTRIA",69,NA,10,"partly cloudy","trial round ",2.1,1.3,0.4,9,53,53,12
"2019JP3174RL",68,NA,10,"partly cloudy","1st round ",2.2,1.1,0,7,52,53,12
"2019JP3174RL",70,NA,11,"partly cloudy","2nd round ",1.9,1.3,0.3,6,30,30,8
"2019JP3173RLT",79,NA,9,"sunny","training 1 ",2.3,1.6,0.3,14,30,30,9
"2019JP3173RLT",NA,NA,NA,NA,"training 2 ",NA,NA,NA,13,35,35,11
"2019JP3173RL",69,NA,11,"sunny","1st round ",2,1.1,0,11,34,36,11
"2019JP3173RL",65,NA,12,"partly cloudy","2nd round ",2,1,-0.2,14,30,30,9
"2019JP3172RTRIA",NA,NA,NA,NA,"trial round ",NA,NA,NA,20,69,69,17
"2019JP3172RL",NA,NA,NA,NA,"1st round ",NA,NA,NA,20,69,70,17
"2019JP3172RL",NA,NA,NA,NA,"final round ",NA,NA,NA,20,30,30,9
"2019JP3171RTRIA",NA,NA,NA,NA,"1st round ",NA,NA,NA,22,68,70,17
"2019JP3171RTRIA",NA,NA,NA,NA,"final round ",NA,NA,NA,23,30,30,10
"2019JP3171RLT",NA,NA,NA,NA,"1st round ",NA,NA,NA,21,66,66,16
"2019JP3171RLT",NA,NA,NA,NA,"2nd round ",NA,NA,NA,23,68,68,17
"2019JP3171RL",NA,NA,NA,NA,"1st round ",NA,NA,NA,22,68,70,17
"2019JP3171RL",NA,NA,NA,NA,"final round ",NA,NA,NA,23,30,30,10
"2019JP3152RTRIA",38,NA,26,"partly cloudy","trial round ",1.5,0.6,0,6,52,52,12
"2019JP3152RL",43,NA,21,"overcast","1st round ",1.8,0.7,-0.1,7,53,54,12
"2019JP3152RL",44,NA,22,"overcast","2nd round ",1.8,1.3,0.8,4,30,30,11
"2019JP3151RLT",43,NA,28,"sunny","training 1 ",3.8,0.7,-1.3,6,37,37,11
"2019JP3151RLT",43,NA,25,"sunny","training 2 ",2.9,0.2,-2.4,5,44,44,12
"2019JP3151RL",50,NA,24,"partly cloudy","1st round ",-0.5,-1.6,-2.2,10,52,54,12
"2019JP3151RL",59,NA,24,"partly cloudy","2nd round ",-1.3,-1.8,-2.1,11,29,30,9
"2019JP3144RTRIA",70,NA,8,"partly cloudy","trial round ",1.6,0.9,-0.1,18,65,65,16
"2019JP3144RL",68,NA,10,"partly cloudy","1st round ",1.8,0.7,0.1,17,65,65,16
"2019JP3144RL",69,NA,11,"partly cloudy","2nd round ",1.1,0.5,0,17,30,30,8
"2019JP3143RTRIA",70,NA,9,"overcast","trial round ",0.6,0,-0.6,18,64,64,16
"2019JP3143RLT",69,NA,12,"overcast","training 1 ",1.1,0.5,-0.1,20,47,47,13
"2019JP3143RL",70,NA,9,"overcast","1st round ",0.4,-1,-1.8,19,64,65,16
"2019JP3143RL",88,NA,6,"overcast","2nd round ",0,-0.8,-1.5,19,31,31,8
"2019JP3142RTRIA",50,NA,26,"partly cloudy","trial round ",2.2,0.8,0,16,59,59,16
"2019JP3142RLT",49,NA,26,"partly cloudy","training 1 ",1.9,0.9,0,15,58,58,16
"2019JP3142RL",57,NA,24,"partly cloudy","1st round ",0.2,0,-0.3,19,56,59,16
"2019JP3142RL",72,NA,21,"clear","2nd round ",-0.1,-0.4,-0.7,20,30,30,9
"2019JP3141RTRIA",61,NA,24,"partly cloudy","trial round ",0.9,0.1,-0.7,8,59,59,16
"2019JP3141RLT",62,NA,23,"partly cloudy","training 1 ",2,0.3,-0.9,9,54,54,15
"2019JP3141RL",60,NA,24,"partly cloudy","1st round ",1.9,0.9,-0.6,8,57,59,16
"2019JP3141RL",61,NA,23,"partly cloudy","2nd round ",2.1,1.4,0.7,7,28,30,11
"2019JP3293RLT",31,-3,10.8,"sunny ","1st round ",1.18,0.25,-0.78,11,59,59,13
"2019JP3293RLQ",45,-8,6.5,"clear ","qualification ",0.42,-0.62,-2.13,14,57,59,13
"2019JP3231RTRIA",97,-8.5,-3.8,"snowfall ","trial round ",1.85,1.02,0.23,6,48,48,12
"2019JP3231RL",93,-8.3,-4.5,"snowfall ","1st round ",1.86,0.76,-0.43,6,49,50,12
"2019JP3231RL",92,-8.3,-4.6,"lightly snowfall ","final round ",1.88,1.18,0.38,6,30,30,11
"2019JP3230RLT",50,-6.7,2.8,"cloudy ","1st round ",2.19,1.19,0.28,5,70,70,17
"2019JP3230RLT",50,-6.4,2.1,"cloudy ","2nd round ",1.81,1.09,0.03,6,72,72,17
"2019JP3230RLQ",50,-6.3,-1.1,"partly cloudy ","qualification ",1.94,0.63,-0.39,8,73,73,17
"2019JP3204RL",58,-7,2.5,"cloudy ","1st round ",0.42,-0.63,-1.09,5,59,59,14
"2019JP3204RL",59,-7,1.6,"cloudy ","final round ",0.06,-0.43,-0.9,10,30,30,10
"2019JP3203RTRIA",45,-7,4,"cloudy ","trial round ",0.47,-0.81,-1.69,9,49,49,13
"2019JP3203RL",46,-7,3.1,"cloudy ","1st round ",-0.5,-1.2,-1.71,10,50,50,13
"2019JP3203RL",50,-7,1.9,"cloudy ","final round ",-0.46,-0.79,-1.02,10,30,30,10
"2019JP3202RLT",40,-7,-1.4,"partly cloudy ","1st round ",-0.24,-0.47,-0.86,5,59,59,14
"2019JP3202RLT",41,-7,-3.7,"partly cloudy ","2nd round ",0.08,-0.41,-0.94,6,59,59,14
"2019JP3202RLQ",41,-7,-5.5,"partly cloudy ","qualification ",0.07,-0.28,-0.62,7,58,59,14
"2019JP3136RTRIA",62,-12.1,7.6,"sunny ","trial round ",0.46,0.23,0.03,9,29,29,10
"2019JP3136RL",42,-12.1,14.7,"sunny ","1st round ",1,0.67,0.27,8,30,30,10
"2019JP3136RL",35,-12.1,17.9,"sunny ","final round ",1.5,0.81,0.3,6,30,30,10
"2019JP3135RTRIA",58,-12.1,6.5,"sunny ","trial round ",1.03,0.78,0.34,4,39,39,10
"2019JP3135RL",39,-12.1,13.4,"sunny ","1st round ",1.13,0.67,0,8,39,39,10
"2019JP3135RL",34,-12.1,16.6,"sunny ","final round ",1,0.54,0.02,9,32,32,8
"2019JP3134RTRIA",32,-6.9,14,"sunny ","trial round ",0.75,0.51,0.27,3,39,39,10
"2019JP3134RL",40,-12.1,9.5,"sunny ","1st round ",0.77,0.25,-0.11,6,39,39,10
"2019JP3134RL",48,-15.6,7.1,"partly cloudy ","final round ",0.18,-0.27,-0.62,8,29,29,8
"2019JP3133RLT",55,-6.2,1.8,"sunny ","1st round ",1.29,0.89,0.31,4,71,71,16
"2019JP3133RLT",42,-6.2,6.7,"sunny ","2nd round ",1.81,1.18,0.7,2,68,68,16
"2019JP3133RLQ",36,-6.1,10.2,"sunny ","qualification ",1.62,0.97,0.17,1,69,71,16
"2019JP3131RTRIA",95,-5,2.6,"rain ","trial round ",0.6,0.06,-0.26,15,37,37,12
"2019JP3131RL",95,-5,2.1,"overcast ","1st round ",0.2,-0.29,-0.95,17,40,40,13
"2019JP3131RL",94,-5,1.5,"overcast / fog ","final round ",0.29,-0.16,-0.58,17,30,30,10
"2019JP3130RTRIA",80,-5,1.9,"overcast ","trial round ",1.14,0.47,0.18,5,40,40,10
"2019JP3130RL",85,-5,0.9,"overcast ","1st round ",0.49,0.08,-0.31,15,40,40,10
"2019JP3130RL",87,-5,0.3,"overcast ","final round ",0.17,-0.08,-0.44,17,32,32,8
"2019JP3129RLT",89,-5,1.4,"lightly snowfall ","1st round ",1.42,1.1,0.66,10,66,66,17
"2019JP3129RLT",89,-5,1.1,"lightly snowfall ","2nd round ",1.07,0.5,0.07,12,66,66,17
"2019JP3129RLQ",95,-5,-0.5,"snowfall ","qualification ",0.55,0.23,0.06,14,66,66,17
"2019JP3128RTRIA",79,-6.8,-0.5,"clear ","trial round ",-0.35,-0.71,-1.02,17,50,50,14
"2019JP3128RL",78,-6.8,-3.5,"clear ","1st round ",-0.05,-0.63,-0.99,17,50,50,14
"2019JP3128RL",79,-6.8,-4.9,"clear ","final round ",-0.04,-0.18,-0.4,15,30,30,10
"2019JP3127RLT",56,-6.8,-1,"lightly snowfall ","1st round ",2.19,1.72,0.93,2,61,61,17
"2019JP3127RLT",63,-6.8,-1.6,"lightly snowfall ","2nd round ",1.98,1.4,0.77,4,63,63,17
"2019JP3127RLQ",71,-6.8,-3.1,"lightly snowfall ","qualification ",0.15,-0.1,-0.38,12,65,66,17
"2019JP3124RTRIA",44,-5,-1.5,"sunny ","trial round ",1.36,0.53,-0.39,12,47,47,15
"2019JP3124RL",43,-5,-1,"sunny ","1st round ",1.17,0.55,-0.34,14,47,49,15
"2019JP3124RL",43,-5,-1,"sunny ","final round ",1.04,0.44,-0.17,14,30,30,10
"2019JP3123RL",66,-6.1,-3.8,"lightly snowfall ","final round ",1.66,1.05,0.15,12,40,40,10
"2019JP3122RLT",53,-8,-0.7,"partly cloudy ","1st round ",1.31,0.46,-0.29,13,74,74,17
"2019JP3122RLT",52,-8,-1.5,"clear ","2nd round ",0.85,0.17,-0.43,15,73,73,17
"2019JP3122RLQ",52,-8,-2.1,"clear ","qualification ",1.51,0.82,0.08,13,72,74,17
"2019JP3121RTRIA",46,-7,11.3,"clear ","trial round ",1.79,0.85,-0.3,8,48,48,12
"2019JP3121RL",56,-7,9.3,"clear ","1st round ",0.72,0.2,-0.35,10,49,50,12
"2019JP3121RL",59,-7,8.2,"clear ","final round ",0.64,0.19,-0.26,13,30,30,10
"2019JP3120RTRIA",27,-7,11.3,"clear ","trial round ",0.17,-0.5,-1.48,15,48,48,12
"2019JP3120RL",32,-7,10.2,"clear ","1st round ",-0.14,-0.58,-1.37,16,47,50,12
"2019JP3120RL",47,-7,8.2,"clear ","final round ",0.14,-0.3,-0.9,15,30,30,10
"2019JP3119RL",39,-8,9.5,"clear ","1st round ",0.89,0.02,-0.75,12,40,40,10
"2019JP3119RL",48,-8,8.5,"clear ","final round ",0.12,-0.51,-0.96,15,32,32,8
"2019JP3118RTRIA",90,-7.5,2.1,"overcast ","trial round ",0.85,0.24,-0.32,9,49,49,13
"2019JP3118RL",87,-7.5,2.1,"overcast ","1st round ",0.74,0.2,-0.45,9,49,50,13
"2019JP3118RL",86,-7.5,1.7,"overcast ","final round ",0.65,0.18,-0.2,9,30,30,10
"2019JP3117RTRIA",89,-7.5,0.7,"overcast ","trial round ",1.26,0.76,0.21,10,40,40,10
"2019JP3117RL",90,-7.5,0.6,"overcast ","1st round ",1.32,0.76,0.16,8,39,40,10
"2019JP3117RL",90,-7.5,0.6,"overcast ","final round ",1.41,0.7,0.16,8,32,32,8
"2019JP3116RLT",89,-7.5,0.3,"overcast ","1st round ",1.21,0.7,0.06,8,57,57,13
"2019JP3116RLT",89,-7.5,0.5,"overcast ","2nd round ",1.31,0.74,0.2,7,55,55,13
"2019JP3116RLQ",88,-7.5,0.2,"overcast ","qualification ",1.24,0.66,-0.45,8,57,57,13
"2019JP3115RLQ",92,-6,-0.8,"snowfall ","qualification ",1.47,0.46,-0.17,13,59,59,15
"2019JP3115RL",93,-6,-1,"snowfall ","1st round ",1.48,0.19,-0.45,15,39,39,10
"2019JP3115RL",95,-6,-1.3,"snowfall ","final round ",0.26,0.04,-0.21,17,30,30,10
"2019JP3114RLQ",78,-6,3.7,"cloudy ","qualification ",0.29,-0.12,-0.49,19,59,59,15
"2019JP3114RL",79,-6,2.9,"cloudy ","1st round ",-0.29,-0.49,-0.66,22,40,40,11
"2019JP3114RL",79,-6,2.3,"cloudy ","final round ",-0.23,-0.5,-0.77,24,30,30,8
"2019JP3113RLT",64,-6,1.9,"cloudy ","1st round ",0.27,0,-0.52,18,58,58,15
"2019JP3113RLT",0,0,1.7,"cloudy ","2nd round ",0.39,-0.09,-0.56,19,54,54,15
"2019JP3113RLQ",64,-6,2.1,"cloudy ","qualification ",0.33,-0.13,-0.62,20,58,58,15
"2019JP3113RL",65,-6,1.7,"cloudy ","1st round ",0.04,-0.32,-0.69,20,40,40,11
"2019JP3113RL",68,-6,1.2,"cloudy ","final round ",0,-0.44,-1.01,22,30,30,9
"2019JP3112RLQ",69,-8.1,-4.5,"lightly snowfall ","qualification ",1.09,0.58,0.01,10,55,55,11
"2019JP3112RL",66,-8.1,-3.8,"partly cloudy ","1st round ",1.73,1.04,0.28,7,47,50,11
"2019JP3112RL",65,-8.1,-2.6,"partly cloudy ","final round ",1.73,0.93,0.19,9,30,30,8
"2019JP3111RTRIA",70,-8.1,-3,"mostly cloudy ","trial round ",2.03,1.15,0.1,8,48,48,10
"2019JP3111RL",72,-8.1,-3.5,"mostly cloudy ","1st round ",1.93,1.07,0.24,7,50,50,10
"2019JP3111RL",73,-8.1,-3.7,"mostly cloudy ","final round ",2.17,0.93,0.36,7,30,30,8
"2019JP3110RLT",90,-8.1,-2.8,"snowfall ","1st round ",0.67,-0.01,-0.64,14,54,54,11
"2019JP3110RLQ",90,-8.1,-2.7,"snowfall ","qualification ",1.07,0.39,-0.42,11,55,55,11
"2019JP3109RTRIA",46,-8.9,-3,"mostly cloudy ","trial round ",-0.47,-0.91,-1.16,16,47,47,12
"2019JP3109RL",48,-8.9,-3.6,"mostly cloudy ","1st round ",0.52,-0.22,-0.99,14,48,49,13
"2019JP3109RL",49,-8.9,-3.8,"mostly cloudy ","final round ",-0.25,-0.58,-0.79,16,30,30,10
"2019JP3108RTRIA",45,-8.1,-4.3,"clear ","trial round ",-0.9,-1.17,-1.29,0,40,40,10
"2019JP3108RL",48,-13.1,-6,"clear ","1st round ",-0.56,-0.86,-1.06,19,40,40,10
"2019JP3108RL",49,-13.1,-6.4,"clear ","final round ",-0.19,-0.6,-0.88,19,31,32,8
"2019JP3107RLT",59,-8.1,-3.6,"snowfall ","1st round ",1.43,0.4,-0.18,10,66,66,15
"2019JP3107RLT",63,-8.1,-3.9,"lightly snowfall ","2nd round ",1.15,0.4,-0.55,12,66,66,15
"2019JP3107RLQ",62,-8.1,-4.4,"lightly snowfall ","qualification ",0.96,0.08,-1.11,12,66,66,15
"2019JP3105RL",80,-8.4,1.5,"snowfall ","1st round ",0.28,-0.32,-0.87,12,50,50,13
"2019JP3105RL",80,-8.4,1.5,"snowfall ","final round ",0.28,-0.29,-1.02,13,30,30,11
"2019JP3104RLT",79,-8.4,2.2,"lightly snowfall ","1st round ",0.66,-0.17,-0.55,14,62,62,15
"2019JP3104RLQ",79,-8.4,1.7,"cloudy ","qualification ",0.99,-0.15,-0.74,9,64,65,15
"2019JP3103RTRIA",76,-5,-1.1,"overcast ","trial round ",1.78,1.13,0.65,0,46,46,12
"2019JP3103RL",74,-5,-1,"overcast ","1st round ",1.72,1.14,0.64,1,49,50,13
"2019JP3103RL",72,-5,-1.3,"overcast ","final round ",1.19,0.8,0.09,0,30,30,10
"2019JP3102RLT",78,-5,-1.7,"mostly cloudy ","1st round ",0.98,0.1,-0.9,2,66,66,16
"2019JP3102RLT",72,-5,-1.9,"mostly cloudy ","2nd round ",1.16,0.19,-0.74,3,62,62,16
"2019JP3102RLQ",65,-5,-2.5,"mostly cloudy ","qualification ",0.71,-0.04,-0.92,4,64,67,16
"2019JP3101RTRIA",95,-8.6,4.8,"cloudy ","trial round ",0.98,0.59,0.11,10,49,49,13
"2019JP3101RL",90,-8.6,3.8,"cloudy ","1st round ",0.56,-0.11,-0.78,11,50,50,13
"2019JP3101RL",93,-8.6,2.8,"overcast ","final round ",0.34,-0.01,-0.33,14,30,30,10
"2019JP3100RLT",95,-8.5,2.7,"lightly rain ","1st round ",0.65,-0.35,-0.86,16,65,65,17
"2019JP3100RLT",95,-8.5,2,"cloudy ","2nd round ",0.37,-0.06,-0.69,17,67,67,17
"2019JP3100RLQ",95,-4.9,1.8,"cloudy ","qualification ",0.13,-0.19,-0.66,17,69,69,17
"2019JP3099RTRIA",95,-5,0.9,"lightly rain ","trial round ",0.45,-0.38,-1.54,8,50,50,13
"2019JP3099RL",95,-5,0.5,"mostly cloudy ","1st round ",0.44,-0.51,-1.25,8,50,50,13
"2019JP3099RL",95,-5,0.2,"mostly cloudy ","final round ",0.35,-0.56,-0.97,8,30,30,11
"2019JP3098RLT",81,-5,-3.3,"lightly snowfall ","1st round ",0.76,0,-0.39,8,68,68,17
"2019JP3098RLT",82,-5,-3.5,"partly cloudy ","2nd round ",0.27,-0.17,-0.41,8,66,66,17
"2019JP3098RLQ",84,-5,-3.1,"clear ","qualification ",0.6,-0.17,-1.03,8,66,67,16
"2019JP3097RLQ",95,-9.6,2.1,"overcast / rain ","qualification ",0.24,-0.09,-0.46,15,62,62,18
"2019JP3097RL",95,-9.6,1.7,"overcast / rain ","1st round ",0.08,-0.36,-0.71,20,51,51,15
"2019JP3097RL",95,-9.6,1.6,"overcast ","final round ",0.17,-0.23,-0.57,18,30,30,12
"2019JP3096RTRIA",67,-9.6,-8.2,"clear ","trial round ",-1.22,-1.71,-2.07,18,50,50,15
"2019JP3096RL",63,-9.6,-8.6,"clear ","1st round ",-1.03,-1.63,-2.27,19,50,50,15
"2019JP3096RL",64,-9.6,-8.7,"clear ","final round ",-0.78,-1.17,-1.58,19,31,31,12
"2019JP3095RLT",88,-9.6,-4.6,"overcast/snow ","1st round ",0.63,0.25,-0.03,14,63,63,18
"2019JP3095RLT",88,-9.6,-4.7,"overcast/snow ","2nd round ",0.5,0.17,-0.1,14,62,62,18
"2019JP3095RLQ",88,-9.6,-5.1,"lightly snowfall ","qualification ",0.22,0.05,-0.13,15,62,63,18
"2019JP3094RLQ",86,-9,-7.9,"cloudy ","qualification ",1.18,0.5,-0.02,5,63,63,15
"2019JP3094RL",87,-9,-7.8,"cloudy ","1st round ",1.03,0.45,-0.08,6,50,50,14
"2019JP3094RL",88,-9,-8.2,"cloudy ","final round ",0.67,0.29,-0.18,6,31,31,13
"2019JP3093RTRIA",83,-9,-8.1,"cloudy ","trial round ",1.16,0.6,0.02,4,49,49,14
"2019JP3093RL",84,-9,-8.6,"cloudy ","1st round ",1.37,0.76,-0.27,4,50,50,14
"2019JP3093RL",85,-9,-9.2,"cloudy ","final round ",1.41,0.76,-0.06,5,30,30,12
"2019JP3092RLT",89,0,-13.2,"lightly snowfall ","1st round ",2.33,1.12,-0.11,1,63,63,15
"2019JP3092RLT",89,-14,-13.4,"lightly snowfall ","2nd round ",1.79,0.93,-0.19,1,61,61,15
"2019JP3092RLQ",89,-14,-13.7,"lightly snowfall ","qualification ",1.54,0.64,-0.29,2,62,63,15
"2019JP3091RLQ",87,-11.1,-5.8,"clear ","qualification ",1.2,0.36,-0.3,9,65,65,15
"2019JP3091RL",87,-11.1,-6.6,"clear ","1st round ",1.46,0.42,-0.22,9,50,50,14
"2019JP3091RL",89,-11.1,-7,"clear ","final round ",1.27,0.72,0.01,8,30,30,11
"2019JP3090RL",80,-8.3,-5,"mostly cloudy ","final round ",1.81,1.13,0.19,7,64,65,15
"2019JP3088RTRIA",68,-9,-0.3,"cloudy ","trial round ",0.71,0.04,-0.64,8,48,48,14
"2019JP3088RL",75,-9,-1.2,"lightly snowfall ","1st round ",0.6,-0.03,-0.55,8,49,49,14
"2019JP3088RL",75,-9,-1.5,"lightly snowfall ","final round ",0.33,-0.27,-0.95,9,30,30,11
"2019JP3087RTRIA",77,-9,1.4,"clear ","trial round ",0.17,-0.38,-1.52,10,43,43,11
"2019JP3087RL",78,-9,1.2,"clear ","1st round ",0.42,-0.43,-1.26,10,43,44,11
"2019JP3087RL",70,-9,1.1,"clear ","final round ",0.1,-0.6,-1.06,10,32,32,8
"2019JP3086RLT",81,-9,3.4,"clear ","1st round ",-0.14,-0.54,-1.17,11,70,70,15
"2019JP3086RLT",82,-9,2.6,"clear ","2nd round ",0.21,-0.37,-0.98,10,69,69,15
"2019JP3086RLQ",83,-9,2.1,"clear ","qualification ",0.37,-0.47,-1.04,9,68,68,15
"2019JP3085RLT",82,-9,-2,"partly cloudy ","1st round ",0.37,-0.05,-0.45,22,30,30,10
"2019JP3085RLT",77,-9,-1,"partly cloudy ","2nd round ",0.4,0.13,-0.11,22,26,26,10
"2019JP3085RL",66,-9,3,"overcast ","1st round ",0.46,-0.33,-1,21,30,30,10
"2019JP3085RL",66,-9,3,"cloudy ","final round ",1.04,0,-0.75,21,30,30,10
"2019JP3084RL",71,-8.5,3,"mostly cloudy ","1st round ",1.42,0.87,0.2,16,40,40,12
"2019JP3084RL",78,-8.5,2,"mostly cloudy ","final round ",1.21,0.37,0.01,17,30,30,10
"2019JP3083RLT",81,-8.5,1,"lightly snowfall ","1st round ",0.9,0.62,0.31,16,41,41,12
"2019JP3083RLT",82,-8.5,1,"lightly snowfall ","2nd round ",0.82,0.54,0.23,18,36,36,12
"2019JP3083RLQ",82,-8.5,1,"overcast ","qualification ",0.58,0.27,-0.16,18,42,42,12
"2019JP3082RTRIA",48,-6,4,"partly cloudy ","trial round ",1.91,1.28,0.32,12,35,35,12
"2019JP3082RL",52,-6,4,"partly cloudy ","1st round ",1.61,1.03,0.27,13,36,38,12
"2019JP3082RL",47,-6,3,"cloudy ","final round ",1.7,1.06,0.53,14,30,30,10
"2019JP3081RLT",46,-6,-1,"sunny ","1st round ",1.28,0.24,-0.93,15,42,42,12
"2019JP3081RLT",44,-6,0,"sunny ","2nd round ",0.64,-0.08,-1.45,15,39,39,12
"2019JP3081RLQ",48,-6,1,"sunny ","qualification ",1.04,0.06,-1.04,15,43,44,12
"2019JP3081RL",47,-6,1,"clear ","1st round ",1.03,-0.06,-0.71,16,40,40,12
"2019JP3081RL",44,-6,0,"clear ","final round ",0.32,-0.11,-0.76,17,30,30,11
"2019JP3079RTRIA",78,-6.8,1.5,"cloudy ","trial round ",0.42,0.02,-0.38,28,37,37,13
"2019JP3079RL",76,-6.8,0.7,"partly cloudy ","1st round ",0.21,-0.1,-0.58,29,39,40,13
"2019JP3079RL",78,-6.8,-0.3,"partly cloudy ","final round ",0.04,-0.38,-0.7,30,30,30,11
"2019JP3078RLT",73,0,0,"lightly snowfall ","1st round ",0.14,-0.07,-0.22,25,44,44,14
"2019JP3078RLT",73,0,-3.9,"lightly snowfall ","2nd round ",0.12,-0.09,-0.29,27,43,43,14
"2019JP3078RLQ",75,0,-3.5,"lightly snowfall ","qualification ",0.27,0.04,-0.19,28,44,44,14
"2019JP3077RTRIA",94,-8,-4.7,"snowfall ","trial round ",1.61,0.96,0.1,13,39,39,13
"2019JP3077RL",97,-9.2,-4.8,"snowfall ","1st round ",0.98,0.62,-0.09,15,41,41,13
"2019JP3077RL",99,-8.4,-4.5,"snowfall ","final round ",1.04,0.36,-0.09,16,30,30,11
"2019JP3076RLT",53,-6.2,-2.7,"clear ","1st round ",-0.43,-1.11,-1.5,18,45,45,14
"2019JP3076RLT",52,-6.7,-2.8,"clear ","2nd round ",-0.45,-1.08,-1.56,19,43,43,14
"2019JP3076RLQ",53,-6.6,-4.2,"clear ","qualification ",-0.17,-1.32,-2.34,20,45,45,14
"2019JP3075RTRIA",42,-5,0.2,"clear ","trial round ",1.55,0.72,0.28,22,38,38,13
"2019JP3075RL",40,-5,-1.7,"clear ","1st round ",1.2,0.24,-0.74,23,40,40,13
"2019JP3075RL",41,-5,-1.9,"clear ","final round ",1.15,0.55,-0.07,24,30,30,9
"2019JP3074RLT",71,-7,-2.6,"snowfall ","1st round ",0.89,0.11,-1.39,26,46,46,14
"2019JP3074RLT",71,-6.1,-2.6,"snowfall ","2nd round ",1.07,0.19,-1.16,27,43,43,14
"2019JP3074RLQ",69,-6,-2.9,"lightly snowfall ","qualification ",0.95,0.11,-0.66,26,46,46,14
"2019JP3073RLQ",48,-10,5.5,"clear ","qualification ",-0.15,-0.42,-0.63,20,43,44,12
"2019JP3073RL",48,-9,7.2,"clear ","1st round ",0.12,-0.07,-0.39,20,40,40,11
"2019JP3073RL",48,-8,8.8,"clear ","final round ",0.58,-0.06,-0.37,20,30,30,9
"2019JP3072RTRIA",53,-10,5.3,"clear ","trial round ",0.03,-0.65,-1.23,22,38,38,10
"2019JP3072RL",43,-9,7.5,"clear ","1st round ",-0.31,-0.93,-1.55,22,38,40,11
"2019JP3072RL",39,-8,8.3,"clear ","final round ",-0.25,-0.84,-1.66,24,30,30,8
"2019JP3071RLT",50,-8,6,"sunny ","1st round ",0.83,0.38,-0.12,18,45,45,12
"2019JP3071RLT",50,-8,6,"sunny ","2nd round ",0.48,0.18,-0.26,20,45,45,12
