"fis_code","humid","snow","air","weather_type","round_type","max_wind","avg_wind","min_wind","gate","counted_jumpers","all_jumpers","all_countries"
"2019JP3071RLQ",62,-8,5,"clear ","qualification ",-0.27,-0.77,-1.29,22,46,46,12
"2019JP3070RL",81,-6,6.8,"lightly rain ","1st round ",2.29,0.58,-0.53,13,56,57,17
"2019JP3070RL",82,-6,6.6,"cloudy ","final round ",2.22,1.11,-0.73,12,30,30,12
"2019JP3069RTRIA",57,-6.4,7,"partly cloudy ","trial round ",0.46,-0.39,-1.21,2,40,40,10
"2019JP3069RL",51,-6.8,6.7,"partly cloudy ","1st round ",-0.05,-0.86,-1.81,20,40,40,10
"2019JP3069RL",50,-6.8,6.6,"partly cloudy ","final round ",-0.02,-0.95,-1.49,20,32,32,8
"2019JP3068RTRIA",65,-6.8,4.1,"mostly cloudy ","trial round ",0.82,0.27,-0.23,15,40,40,13
"2019JP3068RL",63,-6.8,3.9,"partly cloudy ","1st round ",-0.3,-0.72,-1.02,19,40,40,13
"2019JP3068RL",59,-6.8,4.5,"partly cloudy ","final round ",-0.44,-0.72,-1.1,20,30,30,11
"2019JP3067RLT",63,-9,1.7,"clear ","1st round ",-0.63,-1.03,-1.28,17,60,60,18
"2019JP3067RLT",60,-9,1.9,"clear ","2nd round ",-0.3,-0.93,-1.32,18,57,57,17
"2019JP3067RLQ",58,-9,2.4,"clear ","qualification ",-0.87,-1.39,-1.63,21,57,58,17
"2019JP3066RLQ",84,-7.1,3,"overcast ","qualification ",0.52,-0.25,-1.72,21,62,62,17
"2019JP3066RL",81,-7.3,2,"overcast ","1st round ",0.54,-0.11,-1.04,22,40,40,13
"2019JP3066RL",84,-7.3,2,"overcast ","final round ",0.23,-0.36,-1.14,22,30,30,10
"2019JP3065RTRIA",68,-7.7,6,"overcast ","trial round ",1.48,0.44,-1.35,18,40,40,14
"2019JP3065RL",81,-5.8,5,"overcast ","1st round ",0.51,-0.21,-1.33,20,40,40,14
"2019JP3065RL",84,-6,5,"overcast ","final round ",0.9,-0.09,-1.36,19,30,30,10
"2019JP3064RLT",70,-8.3,2,"overcast ","1st round ",1.63,0.81,-0.38,16,64,64,17
"2019JP3064RLT",69,-8.3,2,"overcast ","2nd round ",0.76,0.41,0.03,18,63,63,17
"2019JP3064RLQ",68,-7.8,3,"overcast ","qualification ",0.59,0.22,-0.53,18,64,65,17
"2019JP3063RTRIA",80,-6,-1.9,"clear ","trial round ",0.58,0.07,-0.35,24,41,41,13
"2019JP3063RL",79,-6,-1.3,"clear ","1st round ",0.92,0.31,-0.22,24,40,41,13
"2019JP3063RL",79,-6,-1.3,"clear ","final round ",0.62,0.08,-0.32,25,30,30,13
"2019JP3062RTRIA",87,-6,1.9,"overcast ","trial round ",0.36,0,-0.39,25,40,40,13
"2019JP3062RL",88,-6,1.8,"overcast ","1st round ",0.28,0.02,-0.16,25,41,41,13
"2019JP3062RL",89,-6,1.6,"overcast ","final round ",0.45,0.14,-0.05,25,31,31,13
"2019JP3061RLT",85,-6,2.4,"cloudy ","1st round ",1.03,0.15,-0.36,24,40,40,13
"2019JP3061RLT",85,-6,2.3,"cloudy ","2nd round ",0.6,0.09,-0.39,26,39,39,13
"2019JP3061RLT",85,-6,2,"cloudy ","3rd round ",0.7,0.19,-0.37,26,38,38,13
"2019JP3060RL",87,-10,-3.3,"lightly snowfall ","1st round ",1.87,0.65,-0.5,29,44,44,12
"2019JP3060RL",89,-10,-3.6,"snowfall and fog ","final round ",1.88,1.03,0.11,30,30,30,10
"2019JP3059RTRIA",64,-10,-5.7,"partly cloudy ","trial round ",1.64,0.68,-0.57,0,30,30,8
"2019JP3059RL",69,-10,-7,"partly cloudy ","1st round ",1.34,0.18,-0.75,29,32,32,8
"2019JP3059RL",71,-10,-7.4,"partly cloudy ","final round ",0.52,-0.08,-0.89,30,32,32,8
"2019JP3058RL",85,-10,-8.3,"lightly snowfall ","1st round ",1.77,0.53,-0.6,26,48,48,12
"2019JP3058RL",84,-10,-8.7,"lightly snowfall ","final round ",1.33,0.42,-1.44,28,30,30,10
"2019JP3057RLT",85,-10,-5.8,"snowfall ","1st round ",1.56,0.5,-1.58,28,47,47,12
"2019JP3056RLQ",78,-10,-6,"partly cloudy ","qualification ",1.19,0.36,-0.21,19,41,44,12
"2019JP3056RL",76,-10,-5,"sunny ","1st round ",1.14,0.43,-0.07,18,40,40,12
"2019JP3056RL",75,-10,-4,"sunny ","final round ",1.7,0.86,0.14,19,30,30,10
"2019JP3055RTRIA",73,-10,-1,"lightly snowfall ","trial round ",2.23,1.35,0.53,14,40,40,12
"2019JP3055RL",79,-10,-1,"lightly snowfall ","1st round ",1.72,1.07,-0.36,15,40,40,12
"2019JP3055RL",82,-10,-1,"lightly snowfall ","final round ",2,0.95,0.23,18,30,30,10
"2019JP3054RLT",76,-10,-2,"cloudy ","1st round ",1.57,0.41,-0.54,19,50,50,12
"2019JP3054RLT",76,0,-3,"cloudy ","2nd round ",0.72,-0.21,-1.11,22,50,50,12
"2019JP3054RLQ",75,-10,-3,"cloudy ","qualification ",0.53,-0.07,-0.85,22,49,50,12
"2019JP3053RLQ",94,-9,1,"lightly rain ","qualification ",0.23,-0.34,-0.71,11,59,59,18
"2019JP3053RL",90,-10,1,"overcast ","1st round ",0.48,0,-0.65,11,40,40,13
"2019JP3053RL",89,-10,1,"overcast ","final round ",1.51,0.44,-0.16,10,30,30,10
"2019JP3052RTRIA",50,-10,-3,"partly cloudy ","trial round ",0.6,-0.42,-1.19,12,40,40,12
"2019JP3052RL",53,-10,-3,"partly cloudy ","1st round ",0.61,-0.13,-1,11,38,40,12
"2019JP3052RL",52,-10,-2,"partly cloudy ","final round ",0.97,0.55,-0.49,11,30,30,10
"2019JP3051RLT",75,-10,-2,"cloudy ","1st round ",1.03,0.44,-0.13,11,61,61,18
"2019JP3051RLT",72,-10,-2,"cloudy ","2nd round ",0.75,0.31,-0.08,12,60,60,18
"2019JP3051RLQ",79,-10,-2,"cloudy ","qualification ",1.63,0.82,0.18,10,59,60,18
"2019JP3045RTRIA",99,-4.5,1.6,"brief rain and snowfall ","trial round ",0.54,0.13,-0.66,18,39,39,13
"2019JP3045RLT",87,-5.9,2.1,"cloudy ","1st round ",0.68,-0.34,-1.37,18,58,58,16
"2019JP3045RLT",87,-5.8,1.7,"cloudy/rain ","2nd round ",0.51,-0.4,-1.72,18,53,53,17
"2019JP3045RLQ",88,-5.8,1.7,"cloudy ","qualification ",0.67,-0.24,-1.18,19,56,58,17
"2019JP3045RL",99,-4.9,1.7,"brief rain and snowfall ","1st round ",0.87,0.22,-0.66,21,40,40,13
"2019JP3045RL",99,-4.7,1.6,"brief rain and snowfall ","final round ",1.02,0.4,-0.45,20,30,30,8
"2019JP3044RLQ",91,-5.8,2.5,"cloudy ","qualification ",0.25,-0.97,-1.95,15,59,61,17
"2019JP3044RL",91,-5.7,2.6,"cloudy ","1st round ",0.38,-0.94,-1.59,15,39,40,11
"2019JP3044RL",88,-5.9,2.2,"cloudy ","final round ",0.31,-0.85,-2.35,14,30,30,10
"2019JP3043RTRIA",89,-0.5,4,"cloudy/rain ","trial round ",1.89,-0.36,-1.86,12,36,36,12
"2019JP3043RL",92,-0.5,5,"cloudy/rain ","1st round ",1.11,-0.41,-1.6,13,39,40,12
"2019JP3043RL",90,-0.5,5,"cloudy ","final round ",0.61,-0.38,-1.29,13,30,30,9
"2019JP3042RLT",94,-4.6,1,"cloudy ","1st round ",1.17,-0.04,-2.15,12,58,58,17
"2019JP3042RLT",91,-4.6,1,"lightly snowfall ","2nd round ",1.37,-0.11,-1.67,16,53,53,17
"2019JP3042RLQ",91,-4.4,1,"lightly snowfall ","qualification ",1.09,-0.19,-1.86,14,53,61,17
"2020JP3282RTRIA",72,-8,4,"sunny","trial round ",1.3,0.6,-0.3,9,66,66,16
"2020JP3282RL",62,-8,6,"sunny","1st round ",1.7,0.7,0,8,66,66,16
"2020JP3282RL",62,-8,6,"partly cloudy","2nd round ",0.7,0.1,-0.5,8,30,30,9
"2020JP3281RTRIA",70,-9,4,"sunny","trial round ",1.5,0.4,-0.6,9,67,67,16
"2020JP3281RLT",72,-8,3,"sunny","training 1 ",0.8,0.2,-0.1,9,62,62,16
"2020JP3281RL",63,-8,5,"sunny","1st round ",2.6,0.5,-0.8,8,63,66,16
"2020JP3281RL",66,-8,4,"sunny","2nd round ",-0.2,-0.7,-1.4,9,30,30,9
"2020JP3280RL",50,4,0,"overcast","1st round ",0,-0.8,-2,14,65,65,18
"2020JP3280RL",50,4,0,"overcast","2nd round ",0,-0.7,-1.3,14,29,30,10
"2020JP3279RTRIA",48,-1,3,"overcast","trial round ",-0.7,-1.3,-1.8,13,65,65,18
"2020JP3279RLT",49,-1,5,"overcast","training 1 ",-0.4,-1.2,-1.9,15,65,65,18
"2020JP3279RL",50,3,0,"clear","1st round ",-0.3,-0.8,-1.4,13,65,65,18
"2020JP3279RL",50,2,0,"clear","2nd round ",-0.3,-1,-1.9,14,30,30,9
"2020JP3258RTRIA",69,-8,-2,"sunny","trial round ",0.8,0.1,-0.4,17,65,65,17
"2020JP3258RL",80,-8,-5,"sunny","1st round ",1.5,0.6,-0.1,13,66,66,17
"2020JP3258RL",72,-8,-1,"sunny","2nd round ",1.3,0.8,0.5,11,30,30,8
"2020JP3257RTRIA",67,-8,4,"sunny","trial round ",1,-0.2,-0.8,15,66,66,17
"2020JP3257RLT",67,-8,5,"sunny","training 1 ",2.4,0.3,-0.7,15,49,49,16
"2020JP3257RL",65,-8,3,"clear","1st round ",-0.5,-0.9,-1.1,15,65,66,17
"2020JP3257RL",79,-8,2,"clear","2nd round ",-0.6,-0.8,-1,17,30,30,8
"2020JP3246RTRIA",90,-3,-2,"overcast","trial round ",2,0.9,0,16,56,56,12
"2020JP3246RL",90,-3,-2,"snowy","1st round ",1.8,1,0,15,57,57,12
"2020JP3246RL",90,-3,-2,"overcast","2nd round ",1,0.2,-0.3,16,30,30,11
"2020JP3245RLT",80,-1,0,"cloudy","training 1 ",1.8,0.4,-1.3,NA,NA,NA,NA
"2020JP3245RLT",40,-1,2,"cloudy","training 2 ",0.6,0.1,-0.2,NA,NA,NA,NA
"2020JP3245RL",40,-2,-2,"cloudy","1st round ",0.4,-0.2,-0.8,18,57,57,12
"2020JP3245RL",40,-2,-1,"cloudy","2nd round ",0,-0.2,-0.5,19,30,30,9
"2020JP3240RTRIA",72,-8,-3,"overcast","trial round ",3,1.8,0.2,12,49,49,12
"2020JP3240RL",76,-8,-5,"partly cloudy, snowy","1st round ",2.9,2,0.9,10,50,50,12
"2020JP3240RL",73,-8,-4,"partly cloudy","2nd round ",3.1,2.1,0.9,10,30,30,9
"2020JP3239RTRIA",75,-8,-6,"sunny","trial round ",3.1,1.8,0.2,10,50,50,12
"2020JP3239RLT",76,-8,-6,"snowy","training 1 ",2.5,1.6,0.6,11,50,50,12
"2020JP3239RL",74,-8,-4,"partly cloudy","1st round ",2.9,1.9,-0.8,10,50,50,12
"2020JP3239RL",73,-8,-6,"partly cloudy","2nd round ",2.5,1.7,0.5,10,30,30,9
"2020JP3238RTRIA",54,-8,-8,"overcast","trial round ",4.3,2.2,0.9,16,36,36,9
"2020JP3238RL",50,-8,-8,"partly cloudy","1st round ",4.2,2.6,1.4,14,39,39,9
"2020JP3238RL",44,-8,-7,"partly cloudy","2nd round ",3.3,2.4,1,13,30,30,8
"2020JP3237RTRIA",63,-8,-10,"overcast","trial round ",1.9,1,0.1,18,39,39,9
"2020JP3237RLT",30,-8,-15,"sunny","training 1 ",2.1,0.6,-0.1,NA,NA,NA,NA
"2020JP3237RLT",30,-8,-13,"sunny","training 2 ",1.5,0.4,-1,NA,NA,NA,NA
"2020JP3237RLT",28,-8,-10,"sunny","training 3 ",1.7,0.5,-0.5,NA,NA,NA,NA
"2020JP3237RL",78,-8,-8,"snowy","1st round ",2,1.3,0.5,18,38,39,9
"2020JP3237RL",72,-8,-6,"overcast","2nd round ",2.1,1.4,0.4,17,30,30,8
"2020JP3234RTRIA",90,-8,0,"partly cloudy","trial round ",1.4,0.8,0,11,26,26,9
"2020JP3234RL",85,-8,1,"partly cloudy","1st round ",2.3,1.3,0.7,NA,NA,NA,NA
"2020JP3234RL",74,-8,3,"overcast","2nd round ",2.5,1.4,-0.6,NA,NA,NA,NA
"2020JP3233RL",72,-8,4,"overcast","1st round ",2.7,1.5,0.5,3,57,57,16
"2020JP3233RL",72,-8,6,"overcast","2nd round ",2.7,1.6,0.1,3,29,30,9
"2020JP3232RLT",70,-8,2,"partly cloudy","training 1 ",0.8,0.3,-0.1,NA,NA,NA,NA
"2020JP3232RLT",66,-8,3,"partly cloudy","training 2 ",0.9,0.3,-0.3,NA,NA,NA,NA
"2020JP3232RL",61,-8,3,"partly cloudy","1st round ",0.9,0.3,-0.2,NA,NA,NA,NA
"2020JP3232RL",66,-8,4,"partly cloudy","2nd round ",0.8,0,-0.7,NA,NA,NA,NA
"2020JP3231RTRIA",67,-8,3,"overcast","trial round ",0.9,0.1,-0.7,7,56,56,16
"2020JP3231RLT",82,-8,-2,"partly cloudy","training 1 ",1.4,0,-1.3,NA,NA,NA,NA
"2020JP3231RLT",76,-8,0,"partly cloudy","training 2 ",1,0.1,-0.6,NA,NA,NA,NA
"2020JP3231RL",70,-8,3,"overcast","1st round ",1,0,-0.7,6,56,57,16
"2020JP3231RL",75,-8,2,"overcast","2nd round ",1,0.2,-0.2,7,30,30,10
"2020JP3230RTRIA",77,-8,3,"sunny","trial round ",1.35,0.69,0.03,10,40,40,12
"2020JP3230RL",68,-8,4,"partly cloudy","1st round ",1.45,0.69,0.02,8,40,40,12
"2020JP3230RL",64,-8,4,"sunny","2nd round ",1.82,0.62,-0.24,9,29,30,10
"2020JP3229RTRIA",74,-8,4,"overcast","trial round ",0.96,0.49,0.15,8,40,40,12
"2020JP3229RLT",76,-8,4,"overcast","training 1 ",1.28,0.71,0.21,8,40,40,12
"2020JP3229RL",72,-8,2,"overcast","1st round ",0.15,-0.07,-0.29,10,39,40,12
"2020JP3229RL",81,-8,2,"overcast","2nd round ",0.2,-0.05,-0.31,12,30,30,9
"2020JP3228RTRIA",90,-3,-3,"overcast","trial round ",0.9,0.2,-1,22,51,51,10
"2020JP3228RL",95,-4,-3,"overcast","1st round ",1.2,0.5,-0.2,20,52,52,10
"2020JP3228RL",95,-4,-3,"overcast","2nd round ",1.1,0.4,-0.1,19,30,30,9
"2020JP3227RLT",95,-3,-3,"overcast","training 1 ",1,0.5,-0.2,22,45,45,10
"2020JP3227RLT",95,-3,-3,"overcast","training 2 ",0.9,0.4,-0.4,22,49,49,10
"2020JP3227RL",95,-3,-3,"overcast","1st round ",1.2,0.4,-0.1,20,50,53,10
"2020JP3227RL",95,-3,-3,"overcast","2nd round ",0.7,0.2,-0.5,21,30,30,8
"2020JP3206RTRIA",78,-8,-7,"sunny","trial round ",-0.27,-0.57,1.14,10,39,39,9
"2020JP3206RLT",79,-8,-8,"sunny","training 1 ",0.28,-0.32,0.66,10,36,36,9
"2020JP3206RL",70,-8,-4,"overcast","1st round ",-0.06,-0.34,0.71,10,39,39,9
"2020JP3206RL",77,-8,-5,"overcast","2nd round ",0.43,-0.13,0.46,10,30,30,9
"2020JP3205RTRIA",91,-4,-1,"overcast","trial round ",0,-0.5,-0.9,14,33,33,10
"2020JP3205RL",90,-4,-1,"overcast","1st round ",0,-0.3,-0.7,14,34,34,10
"2020JP3205RL",90,-4,0,"overcast","2nd round ",0,-0.3,-0.7,14,30,30,10
"2020JP3204RTRIA",84,-5,-6,"overcast","trial round ",0.4,-0.3,-1.7,15,34,34,10
"2020JP3204RLT",88,-5,-6,"partly cloudy","training 1 ",0.7,-0.4,-2.1,15,34,34,10
"2020JP3204RL",86,-5,-3,"overcast","1st round ",0.8,-0.1,-1.6,13,35,36,10
"2020JP3204RL",88,-5,-3,"overcast","2nd round ",0.5,-0.1,-0.8,14,30,30,10
"2020JP3203RTRIA",80,-6,-1,"snowy","trial round ",0.5,-0.6,-1.3,32,46,46,13
"2020JP3203RL",82,-6,-1,"snowy","1st round ",0.4,-0.3,-0.8,32,49,50,14
"2020JP3203RL",81,-6,-1,"snowy","2nd round ",0.2,-0.5,-1,34,30,30,12
"2020JP3202RTRIA",78,-6,-1,"overcast","trial round ",0.8,0,-0.6,32,53,53,15
"2020JP3202RLT",85,-7,2,"overcast","training 1 ",0,-0.3,-0.8,30,53,53,15
"2020JP3202RLT",88,-7,2,"overcast","training 2 ",0.5,-0.2,-1.1,32,52,52,14
"2020JP3202RL",84,-6,1,"rainy","1st round ",0.2,-0.6,-1.5,32,52,53,14
"2020JP3202RL",83,-6,2,"overcast","2nd round ",-0.3,-0.8,-1.4,32,29,29,11
"2020JP3201RTRIA",82,-6,-1,"snowy","trial round ",-0.5,-0.8,-1.2,19,66,66,11
"2020JP3201RL",81,-6,-1,"snowy","1st round ",-0.7,-0.9,-1.2,23,66,66,11
"2020JP3201RL",80,-6,-2,"snowy","2nd round ",0.1,-0.3,-0.6,21,29,30,7
"2020JP3200RTRIA",80,-6,1,"overcast","trial round ",1.6,0,-1.1,19,67,67,11
"2020JP3200RLT",85,-6,1,"overcast","training 1 ",0.8,0.1,-0.3,NA,NA,NA,NA
"2020JP3200RLT",86,-6,0,"overcast","training 2 ",0.4,0,-0.8,NA,NA,NA,NA
"2020JP3200RL",80,-6,-1,"overcast","1st round ",2.2,0.1,-1.7,17,64,66,11
"2020JP3200RL",82,-6,-1,"overcast","2nd round ",1.1,0.1,-0.8,17,30,30,7
"2020JP3199RTRIA",89,-7,-1,"snowy","trial round ",0.3,0,-0.2,6,74,74,17
"2020JP3199RL",90,-7,-1,"snowy","1st round ",1.2,0.6,0,6,73,75,17
"2020JP3199RL",90,-7,-1,"snowy","2nd round ",1.1,0.4,-0.2,6,30,30,8
"2020JP3198RTRIA",82,-7,1,"partly cloudy","trial round ",0.2,-0.6,-2.2,6,74,74,17
"2020JP3198RLT",78,-7,2,"overcast","training 1 ",1.4,0,-1.3,6,53,53,15
"2020JP3198RL",80,-7,1,"partly cloudy","1st round ",1.2,-0.4,-1.4,7,72,75,17
"2020JP3198RL",73,-7,1,"sunny","2nd round ",0.3,-0.8,-1.9,7,29,30,9
"2020JP3195RTRIA",NA,NA,NA,NA,"trial round ",NA,NA,NA,14,63,63,17
"2020JP3195RL",NA,NA,NA,NA,"1st round ",NA,NA,NA,15,58,64,17
"2020JP3195RL",NA,NA,NA,NA,"final round ",NA,NA,NA,16,29,30,14
"2020JP3194RTRIA",NA,NA,NA,NA,"trial round ",NA,NA,NA,14,50,50,14
"2020JP3194RLT",NA,NA,NA,NA,"1st round ",NA,NA,NA,13,60,60,16
"2020JP3194RL",NA,NA,NA,NA,"1st round ",NA,NA,NA,16,62,64,17
"2020JP3194RL",NA,NA,NA,NA,"final round ",NA,NA,NA,17,29,30,12
"2020JP3189RTRIA",41,NA,17,"overcast","trial round ",1.3,0.5,0.1,7,53,53,10
"2020JP3189RL",54,NA,18,"overcast","1st round ",0.9,0.3,-0.2,8,53,53,10
"2020JP3189RL",54,NA,18,"overcast","2nd round ",0.4,0,-0.2,9,30,30,9
"2020JP3188RTRIA",75,NA,12,"overcast","trial round ",0.4,0,-0.8,16,42,42,12
"2020JP3188RL",72,NA,13,"overcast","1st round ",0.5,0.1,-0.4,16,41,42,12
"2020JP3188RL",68,NA,15,"overcast","2nd round ",0.6,-0.1,-0.7,18,30,30,9
"2020JP3187RTRIA",45,NA,20,"sunny","trial round ",-0.1,-0.3,-0.6,9,50,50,9
"2020JP3187RLT",42,NA,20,"sunny","training 1 ",-0.3,-0.5,-0.7,9,42,42,10
"2020JP3187RL",48,NA,21,"sunny","1st round ",0.4,0,-0.6,8,54,54,10
"2020JP3187RL",41,NA,22,"sunny","2nd round ",0.4,-0.1,-0.8,7,30,30,7
"2020JP3186RTRIA",85,NA,8,"sunny","trial round ",0,-0.3,-0.7,16,41,41,12
"2020JP3186RLT",85,NA,8,"sunny","training 1 ",0,-0.1,-0.6,17,38,38,12
"2020JP3186RL",78,NA,10,"sunny","1st round ",-0.3,-0.6,-1,16,40,41,12
"2020JP3186RL",74,NA,11,"sunny","2nd round ",-0.5,-0.8,-1,16,30,30,10
"2020JP3185RTRIA",72,NA,20,"partly cloudy","trial round ",1.6,-0.1,-1.4,16,62,62,17
"2020JP3185RL",68,NA,22,"partly cloudy","1st round ",1.4,0.6,-0.6,15,60,62,17
"2020JP3185RL",52,NA,23,"partly cloudy","2nd round ",1.4,0.7,0,14,29,30,11
"2020JP3184RTRIA",59,NA,28,"overcast","trial round ",2.3,1.2,0.1,14,62,62,17
"2020JP3184RLT",54,NA,28,"overcast","training 1 ",1.8,1,0.1,15,55,55,14
"2020JP3184RL",62,NA,27,"overcast","1st round ",1.4,0.5,-0.2,15,60,62,17
"2020JP3184RL",65,NA,25,"overcast, rainy","2nd round ",0.5,0,-0.6,16,30,30,9
"2020JP3183RTRIA",59,NA,22,"sunny","trial round ",1.5,0.2,-1.1,17,49,49,16
"2020JP3183RL",61,NA,22,"partly cloudy","1st round ",2.5,0.7,-1.2,15,48,49,16
"2020JP3183RL",71,NA,23,"partly cloudy","2nd round ",2.4,0.8,-0.5,15,31,31,12
"2020JP3182RTRIA",71,NA,24,"sunny","trial round ",1.9,0.3,-1.3,17,49,49,16
"2020JP3182RLT",50,NA,24,"sunny","training 1 ",1.9,0.4,-0.3,16,45,45,16
"2020JP3182RL",71,NA,24,"sunny","1st round ",1.6,0.9,-0.8,16,49,49,16
"2020JP3182RL",69,NA,24,"sunny","2nd round ",1.9,0.7,-0.2,15,30,30,12
"2020JP3172RTRIA",30,NA,29,"sunny","trial round ",0.7,-0.1,-0.9,26,37,37,11
"2020JP3172RL",37,NA,30,"sunny","1st round ",0.6,-0.2,-1,28,37,38,11
"2020JP3172RL",35,NA,29,"sunny","2nd round ",0.6,-0.2,-0.8,28,30,30,10
"2020JP3171RTRIA",46,NA,18,"sunny","trial round ",1.2,0.7,0.1,23,17,17,7
"2020JP3171RL",37,NA,22,"sunny","1st round ",1.1,0.4,-0.1,NA,NA,NA,NA
"2020JP3171RL",37,NA,22,"sunny","2nd round ",2.1,1,0.1,NA,NA,NA,NA
"2020JP3170RTRIA",32,NA,27,"sunny","trial round ",0.9,0.1,-0.5,24,37,37,11
"2020JP3170RLT",31,NA,28,"sunny","training 1 ",0.7,0.1,-0.4,18,35,35,10
"2020JP3170RL",30,NA,27,"sunny","1st round ",0.7,0,-1.1,26,36,38,11
"2020JP3170RL",36,NA,27,"sunny","2nd round ",0.6,-0.2,-0.9,28,30,30,10
"2020JP3169RLT",80,NA,18,"sunny","training 1 ",0.2,0,-0.2,24,16,16,6
"2020JP3169RL",75,NA,20,"sunny","1st round ",0.2,-0.1,-0.4,NA,NA,NA,NA
"2020JP3169RL",54,NA,21,"sunny","2nd round ",1.1,0.1,-0.5,NA,NA,NA,NA
"2020JP3067RTRIA",67,NA,20,"sunny","trial round ",2,1.2,0.5,23,52,52,13
"2020JP3067RL",61,NA,23,"sunny","1st round ",2,1.4,0.8,22,52,52,13
"2020JP3067RL",49,NA,27,"sunny","2nd round ",1.7,1.3,0.4,22,31,31,11
"2020JP3066RTRIA",42,NA,25,"partly cloudy","trial round ",1.9,0.5,-1,25,53,53,13
"2020JP3066RLT",41,NA,25,"sunny","training 1 ",2.2,0.8,-0.5,24,40,40,11
"2020JP3066RL",42,NA,25,"partly cloudy","1st round ",3.3,0.8,-0.2,23,52,52,13
"2020JP3066RL",38,NA,26,"partly cloudy","2nd round ",1.9,0.8,-0.5,23,30,30,10
"2020JP3053RTRIA",88,NA,25,"sunny","trial round ",1.2,0.5,0,7,56,56,13
"2020JP3053RL",53,NA,27,"sunny","1st round ",2.8,1.8,0.6,5,54,56,13
"2020JP3053RL",53,NA,29,"sunny","2nd round ",3.1,1.8,0.9,3,29,30,9
"2020JP3052RTRIA",47,NA,29,"sunny","trial round ",-1.4,-2,-2.8,11,56,56,13
"2020JP3052RLT",47,NA,29,"sunny","training 1 ",-1.5,-2.1,-2.7,12,38,38,12
"2020JP3052RL",47,NA,29,"sunny","1st round ",-2,-2.3,-2.6,11,48,56,13
"2020JP3052RL",49,NA,27,"sunny","2nd round ",-2.3,-2.4,-2.6,12,30,30,9
"2020JP3047RL",69,NA,14,"sunny","1st round ",1.3,0.1,-1,11,51,53,11
"2020JP3047RL",68,NA,15,"sunny","2nd round ",0.7,-0.3,-0.8,12,30,30,8
"2020JP3046RTRIA",67,NA,12,"overcast","trial round ",2.5,0.8,-0.8,10,52,52,11
"2020JP3046RLT",65,NA,12,"overcast","training 1 ",2.4,1.2,0.1,10,43,43,11
"2020JP3046RL",66,NA,11,"rainy","1st round ",0.9,0,-1.6,12,51,53,11
"2020JP3044RTRIA",71,NA,12,"cloudy","trial round ",1.3,0,-0.9,16,51,51,13
"2020JP3044RLT",70,NA,12,"cloudy","training 1 ",-0.2,-1.2,-2.7,15,39,39,11
"2020JP3044RL",70,NA,14,"partly cloudy","1st round ",2.5,1,-0.4,15,52,53,13
"2020JP3044RL",71,NA,15,"partly cloudy","2nd round ",2.4,1.5,0.3,13,30,30,10
"2020JP3039RTRIA",83,NA,11,"cloudy","trial round ",1.6,0.5,-0.4,20,66,66,16
"2020JP3039RL",78,NA,12,"cloudy","1st round ",2,0.9,-0.3,19,62,66,16
"2020JP3039RL",75,NA,13,"cloudy","2nd round ",1.9,1.2,0.3,18,30,30,12
"2020JP3038RLT",80,NA,12,"partly cloudy","training 1 ",2.8,0.7,-1,NA,NA,NA,NA
"2020JP3038RLT",81,NA,12,"partly cloudy","training 2 ",2,0.8,-0.5,NA,NA,NA,NA
"2020JP3038RL",84,NA,12,"cloudy","1st round ",1.5,0.2,-0.6,19,65,66,16
"2020JP3038RL",83,NA,11,"cloudy","2nd round ",0.4,-0.1,-0.7,19,30,30,13
"2020JP3272RTRIA",77,-8,1,"sunny","trial round ",1.4,0.5,-0.1,7,89,89,13
"2020JP3272RL",75,-8,3,"sunny","1st round ",1.7,0.7,0.1,6,91,91,14
"2020JP3272RL",56,-8,5,"partly cloudy","2nd round ",0.9,0.5,0,6,30,30,6
"2020JP3271RL",75,-8,2,"sunny","1st round ",1.5,0.9,0.1,15,55,55,12
"2020JP3271RL",56,-8,6,"sunny","2nd round ",0.7,0.2,-0.4,15,30,30,9
"2020JP3270RLT",76,-8,2,"sunny","training 1 ",0.7,0.4,0,8,92,92,15
"2020JP3270RL",75,-8,3,"sunny","1st round ",0.7,0.2,-0.1,7,93,93,15
"2020JP3270RL",76,-8,2,"sunny","2nd round ",1.1,0.7,0.2,7,30,30,6
"2020JP3269RLT",76,-8,3,"sunny","training 1 ",1,0.3,-0.1,14,57,57,13
"2020JP3269RL",76,-8,2,"sunny","1st round ",1.2,0.6,-0.3,15,56,57,13
"2020JP3269RL",76,-8,2,"sunny","2nd round ",1.4,0.8,0,15,30,30,10
"2020JP3256RTRIA",81,-6,1,"overcast","trial round ",0.9,0.1,-0.4,4,80,80,13
"2020JP3256RL",81,-6,2,"overcast","1st round ",0.9,0.1,-0.5,4,79,81,13
"2020JP3256RL",80,-6,2,"overcast","2nd round ",0.8,0.3,0,5,30,30,6
"2020JP3255RTRIA",80,-6,-2,"overcast","trial round ",0.1,-0.1,-0.7,12,23,23,7
"2020JP3255RL",81,-6,-1,"overcast","1st round ",0.4,-0.1,-0.7,NA,NA,NA,NA
"2020JP3255RL",80,-6,-1,"overcast","2nd round ",0.6,-0.2,-0.5,NA,NA,NA,NA
"2020JP3254RTRIA",81,-6,2,"overcast","trial round ",-0.1,-0.5,-0.7,3,80,80,13
"2020JP3254RLT",82,-6,1,"overcast","training 1 ",1,0.6,0.3,4,52,52,11
