"","codex","place","gender","hill_size.x","team","season","X","hill_size.y","k.point","meter.value","gate.factor","wind.factor","qual","type","date"
"203",3001,"Kranj (SLO)","Men",109,0,2012,765,109,NA,NA,NA,NA,0,1,2011-07-02
"204",3002,"Kranj (SLO)","Men",109,0,2012,766,109,NA,NA,NA,NA,0,1,2011-07-03
"205",3003,"Stams (AUT)","Men",115,0,2012,767,115,NA,NA,NA,NA,0,1,2011-07-09
"206",3004,"Stams (AUT)","Men",115,0,2012,768,115,NA,NA,NA,NA,0,1,2011-07-10
"136",3006,"Wisla (POL)","Men",134,0,2012,0,134,120,1.8,7.24,8.82,1,2,2011-07-16
"1",3005,"Wisla (POL)","Men",134,0,2012,0,134,120,1.8,7.24,8.82,0,2,2011-07-17
"137",3010,"Szczyrk (POL)","Men",106,0,2012,1,106,95,2,6.36,7,1,2,2011-07-19
"3",3011,"Szczyrk (POL)","Women",106,0,2012,2,106,95,2,6.36,7,0,2,2011-07-19
"207",3011,"Szczyrk (POL)","Women",106,0,2012,770,106,95,2,6.36,7,0,1,2011-07-19
"2",3009,"Szczyrk (POL)","Men",106,0,2012,1,106,95,2,6.36,7,0,2,2011-07-20
"208",3009,"Szczyrk (POL)","Men",106,0,2012,769,106,95,2,6.36,7,0,1,2011-07-20
"138",3015,"Zakopane (POL)","Men",134,0,2012,2,134,120,1.8,7.24,8.82,1,2,2011-07-21
"4",3012,"Zakopane (POL)","Men",134,1,2012,3,134,120,1.8,7.24,8.82,0,2,2011-07-22
"209",3012,"Zakopane (POL)","Men",134,1,2012,771,134,120,1.8,7.24,8.82,0,1,2011-07-22
"210",3014,"Zakopane (POL)","Women",94,0,2012,773,94,NA,NA,NA,NA,0,1,2011-07-22
"5",3013,"Zakopane (POL)","Men",134,0,2012,4,134,120,1.8,7.24,8.82,0,2,2011-07-23
"211",3013,"Zakopane (POL)","Men",134,0,2012,772,134,120,1.8,7.24,8.82,0,1,2011-07-23
"212",3022,"Courchevel (FRA)","Men",132,0,2012,774,132,NA,NA,NA,NA,0,1,2011-07-30
"213",3023,"Courchevel (FRA)","Men",132,0,2012,775,132,NA,NA,NA,NA,0,1,2011-07-31
"139",3026,"Hinterzarten (GER)","Men",108,0,2012,3,108,95,2,6.48,7.2,1,2,2011-08-05
"6",3024,"Hinterzarten (GER)","Men",108,1,2012,5,108,95,2,6.48,7.2,0,2,2011-08-06
"7",3025,"Hinterzarten (GER)","Men",108,0,2012,6,108,95,2,6.48,7.2,0,2,2011-08-07
"140",3030,"Courchevel (FRA)","Men",132,0,2012,4,132,120,1.8,8.82,10.44,1,2,2011-08-11
"8",3031,"Courchevel (FRA)","Men",132,0,2012,7,132,120,1.8,8.82,10.44,0,2,2011-08-12
"141",3035,"Einsiedeln (SUI)","Men",117,0,2012,5,117,105,1.8,6.32,7.29,1,2,2011-08-13
"214",3032,"Bischofsgruen (GER)","Women",74,0,2012,776,74,NA,NA,NA,NA,0,1,2011-08-13
"9",3034,"Einsiedeln (SUI)","Men",117,0,2012,8,117,105,1.8,6.32,7.29,0,2,2011-08-14
"215",3033,"Bischofsgruen (GER)","Women",74,0,2012,777,74,NA,NA,NA,NA,0,1,2011-08-14
"216",3039,"Oberwiesenthal (GER)","Women",106,0,2012,778,106,NA,NA,NA,NA,0,1,2011-08-19
"217",3040,"Oberwiesenthal (GER)","Women",106,0,2012,779,106,NA,NA,NA,NA,0,1,2011-08-20
"10",3041,"Hakuba (JPN)","Men",131,0,2012,9,131,120,1.8,8.82,10.44,0,2,2011-08-26
"11",3042,"Hakuba (JPN)","Men",131,0,2012,10,131,120,1.8,8.82,10.44,0,2,2011-08-27
"12",3045,"Almaty (KAZ)","Men",140,0,2012,11,140,125,1.8,7.56,9.36,0,2,2011-08-30
"218",3048,"Trondheim (NOR)","Men",138,0,2012,780,138,NA,NA,NA,NA,0,1,2011-09-10
"219",3050,"Trondheim (NOR)","Women",105,0,2012,782,105,NA,NA,NA,NA,0,1,2011-09-10
"220",3049,"Trondheim (NOR)","Men",138,0,2012,781,138,NA,NA,NA,NA,0,1,2011-09-11
"221",3051,"Trondheim (NOR)","Women",105,0,2012,783,105,NA,NA,NA,NA,0,1,2011-09-11
"222",3054,"Klingenthal (GER)","Men",140,0,2012,784,140,NA,NA,NA,NA,0,1,2011-09-24
"223",3055,"Klingenthal (GER)","Men",140,0,2012,785,140,NA,NA,NA,NA,0,1,2011-09-25
"142",3057,"Hinzenbach (AUT)","Men",94,0,2012,6,94,85,2,5.64,5.8,1,2,2011-09-30
"13",3056,"Hinzenbach (AUT)","Men",94,0,2012,12,94,85,2,5.64,5.8,0,2,2011-10-01
"143",3061,"Klingenthal (GER)","Men",140,0,2012,7,140,125,1.8,7.56,10.8,1,2,2011-10-02
"14",3060,"Klingenthal (GER)","Men",140,0,2012,13,140,125,1.8,7.56,10.8,0,2,2011-10-03
"224",3102,"Ruka (FIN)","Men",142,0,2012,458,142,120,1.8,9.54,11.7,1,0,2011-11-27
"225",3100,"Ruka (FIN)","Men",142,1,2012,10,142,120,1.8,9.54,11.7,0,0,2011-11-27
"226",3102,"Ruka (FIN)","Men",142,0,2012,11,142,120,1.8,9.54,11.7,0,0,2011-11-27
"227",3097,"Rovaniemi (FIN)","Men",100,0,2012,791,100,90,2,NA,NA,0,1,2011-11-28
"228",3096,"Rovaniemi (FIN)","Women",100,0,2012,790,100,90,2,NA,NA,0,1,2011-11-29
"229",3098,"Rovaniemi (FIN)","Women",100,0,2012,792,100,90,2,NA,NA,0,1,2011-11-29
"230",3099,"Rovaniemi (FIN)","Men",100,0,2012,793,100,90,2,NA,NA,0,1,2011-11-29
"231",3153,"Lillehammer (NOR)","Men",100,0,2012,469,100,90,2,6,6.4,1,0,2011-12-02
"232",3154,"Lillehammer (NOR)","Women",100,0,2012,28,100,90,2,6,6.4,0,0,2011-12-03
"233",3155,"Lillehammer (NOR)","Men",100,0,2012,29,100,90,2,6,6.4,0,0,2011-12-03
"234",3156,"Lillehammer (NOR)","Men",138,0,2012,470,138,123,1.8,7.45,9.18,1,0,2011-12-04
"235",3156,"Lillehammer (NOR)","Men",138,0,2012,30,138,123,1.8,7.45,9.18,0,0,2011-12-04
"236",3088,"Harrachov (CZE)","Men",142,0,2012,456,142,125,1.8,5.04,9.54,1,0,2011-12-08
"237",3089,"Harrachov (CZE)","Men",142,0,2012,7,142,125,1.8,5.04,9.54,0,0,2011-12-09
"238",3157,"Notodden (NOR)","Women",98,0,2012,805,98,NA,NA,NA,NA,0,1,2011-12-09
"239",3158,"Notodden (NOR)","Men",98,0,2012,806,98,NA,NA,NA,NA,0,1,2011-12-09
"240",3090,"Harrachov (CZE)","Men",142,1,2012,8,142,125,1.8,5.04,9.54,0,0,2011-12-10
"241",3159,"Notodden (NOR)","Women",98,0,2012,807,98,NA,NA,NA,NA,0,1,2011-12-10
"242",3160,"Notodden (NOR)","Men",98,0,2012,808,98,NA,NA,NA,NA,0,1,2011-12-10
"243",3091,"Harrachov (CZE)","Men",142,0,2012,457,142,125,1.8,5.04,9.54,1,0,2011-12-11
"244",3091,"Harrachov (CZE)","Men",142,0,2012,9,142,125,1.8,5.04,9.54,0,0,2011-12-11
"245",3217,"Almaty (KAZ)","Men",140,0,2012,823,140,125,1.8,NA,NA,0,1,2011-12-13
"246",3218,"Almaty (KAZ)","Men",140,0,2012,824,140,125,1.8,NA,NA,0,1,2011-12-14
"247",3200,"Engelberg (SUI)","Men",137,0,2012,477,137,125,1.8,7.4,9.09,1,0,2011-12-17
"248",3201,"Engelberg (SUI)","Men",137,0,2012,41,137,125,1.8,7.4,9.09,0,0,2011-12-17
"249",3202,"Engelberg (SUI)","Men",137,0,2012,478,137,125,1.8,7.4,9.09,1,0,2011-12-18
"250",3202,"Engelberg (SUI)","Men",137,0,2012,42,137,125,1.8,7.4,9.09,0,0,2011-12-18
"251",3205,"Erzurum (TUR)","Men",95,0,2012,819,95,NA,NA,NA,NA,0,1,2011-12-18
"252",3206,"Erzurum (TUR)","Men",125,0,2012,820,125,NA,NA,NA,NA,0,1,2011-12-18
"253",3203,"Engelberg (SUI)","Men",137,0,2012,817,137,125,1.8,NA,NA,0,1,2011-12-27
"254",3204,"Engelberg (SUI)","Men",137,0,2012,818,137,125,1.8,NA,NA,0,1,2011-12-28
"255",3110,"Oberstdorf (GER)","Men",137,0,2012,460,137,120,1.8,7.4,9.09,1,0,2011-12-29
"256",3111,"Oberstdorf (GER)","Men",137,0,2012,14,137,120,1.8,7.4,9.09,0,0,2011-12-30
"257",3112,"Garmisch-Partenkirchen (GER)","Men",140,0,2012,461,140,125,1.8,7.56,9.36,1,0,2011-12-31
"258",3113,"Garmisch-Partenkirchen (GER)","Men",140,0,2012,418,140,125,1.8,7.56,9.36,0,0,2012-01-01
"259",3068,"Innsbruck (AUT)","Men",130,0,2012,455,130,120,1.8,7.02,8.46,1,0,2012-01-03
"260",3069,"Innsbruck (AUT)","Men",130,0,2012,1,130,120,1.8,7.02,8.46,0,0,2012-01-04
"261",3071,"Bischofshofen (AUT)","Men",140,0,2012,2,140,125,1.8,4.86,9.36,0,0,2012-01-06
"262",3114,"Hinterzarten (GER)","Women",108,0,2012,15,108,95,2,6.48,7.2,0,0,2012-01-07
"263",3115,"Hinterzarten (GER)","Women",108,0,2012,16,108,95,2,6.48,7.2,0,0,2012-01-08
"264",3132,"Predazzo (ITA)","Women",106,0,2012,20,106,95,2,5,7,0,0,2012-01-14
"265",3116,"Neustadt (GER)","Men",142,0,2012,796,142,125,1.8,NA,NA,0,1,2012-01-14
"266",3074,"Tauplitz/Bad Mitterndorf (AUT)","Men",200,0,2012,3,200,185,1.2,7.2,10.8,0,0,2012-01-15
"267",3076,"Tauplitz/Bad Mitterndorf (AUT)","Men",200,0,2012,4,200,185,1.2,7.2,10.8,0,0,2012-01-15
"268",3134,"Predazzo (ITA)","Women",106,0,2012,21,106,95,2,5,7,0,0,2012-01-15
"269",3117,"Neustadt (GER)","Men",142,0,2012,797,142,125,1.8,NA,NA,0,1,2012-01-15
"270",3172,"Zakopane (POL)","Men",134,0,2012,474,134,120,1.8,7.24,8.82,1,0,2012-01-19
"271",3173,"Zakopane (POL)","Men",134,0,2012,34,134,120,1.8,7.24,8.82,0,0,2012-01-20
"272",3141,"Sapporo (JPN)","Men",100,0,2012,802,100,90,2,NA,NA,0,1,2012-01-20
"273",3173,"Zakopane (POL)","Men",134,0,2012,811,134,120,1.8,7.24,8.82,0,1,2012-01-20
"274",3175,"Zakopane (POL)","Women",94,0,2012,813,94,85,2,NA,NA,0,1,2012-01-20
"275",3174,"Zakopane (POL)","Men",134,0,2012,475,134,120,1.8,7.24,8.82,1,0,2012-01-21
"276",3174,"Zakopane (POL)","Men",134,0,2012,35,134,120,1.8,7.24,8.82,0,0,2012-01-21
"277",3142,"Sapporo (JPN)","Men",134,0,2012,803,134,120,1.8,NA,NA,0,1,2012-01-21
"278",3174,"Zakopane (POL)","Men",134,0,2012,812,134,120,1.8,7.24,8.82,0,1,2012-01-21
"279",3177,"Zakopane (POL)","Women",94,0,2012,814,94,85,2,NA,NA,0,1,2012-01-21
"280",3143,"Sapporo (JPN)","Men",134,0,2012,804,134,120,1.8,NA,NA,0,1,2012-01-22
"281",3144,"Sapporo (JPN)","Men",134,0,2012,467,134,120,1.8,9,11.7,1,0,2012-01-27
"282",3145,"Sapporo (JPN)","Men",134,0,2012,24,134,120,1.8,9,11.7,0,0,2012-01-28
"283",3078,"Bischofshofen (AUT)","Men",140,0,2012,786,140,125,1.8,NA,NA,0,1,2012-01-28
"284",3146,"Sapporo (JPN)","Men",134,0,2012,468,134,120,1.8,9,11.7,1,0,2012-01-29
"285",3146,"Sapporo (JPN)","Men",134,0,2012,25,134,120,1.8,9,11.7,0,0,2012-01-29
"286",3079,"Bischofshofen (AUT)","Men",140,0,2012,787,140,125,1.8,NA,NA,0,1,2012-01-29
"287",3136,"Predazzo (ITA)","Men",134,0,2012,465,134,120,1.8,5.58,8.82,1,0,2012-02-03
"288",3080,"Hinzenbach (AUT)","Women",94,0,2012,5,94,85,2,4.8,5.8,0,0,2012-02-04
"289",3137,"Predazzo (ITA)","Men",134,0,2012,22,134,120,1.8,5.58,8.82,0,0,2012-02-04
"290",3120,"Brotterode (GER)","Men",110,0,2012,798,110,NA,NA,NA,NA,0,1,2012-02-04
"291",3138,"Predazzo (ITA)","Men",134,0,2012,466,134,120,1.8,5.58,8.82,1,0,2012-02-05
"292",3081,"Hinzenbach (AUT)","Women",94,0,2012,6,94,85,2,4.8,5.8,0,0,2012-02-05
"293",3138,"Predazzo (ITA)","Men",134,0,2012,23,134,120,1.8,5.58,10.8,0,0,2012-02-05
"294",3121,"Brotterode (GER)","Men",110,0,2012,799,110,NA,NA,NA,NA,0,1,2012-02-05
"295",3122,"Willingen (GER)","Men",145,0,2012,462,145,130,1.8,7.83,11.7,1,0,2012-02-10
"296",3189,"Ljubno (SLO)","Women",95,0,2012,36,95,85,2,5.7,5.9,0,0,2012-02-11
"297",3124,"Willingen (GER)","Men",145,0,2012,17,145,130,1.8,7.83,11.7,0,0,2012-02-12
"298",3191,"Ljubno (SLO)","Women",95,0,2012,37,95,85,2,5.7,5.9,0,0,2012-02-12
"299",3211,"Iron Mountain, MI (USA)","Men",133,0,2012,821,133,120,1.8,NA,NA,0,1,2012-02-12
"300",3125,"Klingenthal (GER)","Men",140,0,2012,463,140,125,1.8,7.56,10.8,1,0,2012-02-14
"301",3127,"Oberstdorf (GER)","Men",213,0,2012,464,213,185,1.2,7.67,12,1,0,2012-02-17
"302",3212,"Oslo (NOR)","Men",106,0,2012,822,106,95,2,NA,NA,0,1,2012-02-17
"303",3128,"Oberstdorf (GER)","Men",213,0,2012,18,213,185,1.2,7.67,12,0,0,2012-02-18
"304",3092,"Liberec (CZE)","Women",100,0,2012,788,100,90,2,NA,NA,0,1,2012-02-18
"305",3094,"Liberec (CZE)","Men",100,0,2012,789,100,90,2,NA,NA,0,1,2012-02-18
"306",3161,"Oslo (NOR)","Men",106,0,2012,809,106,95,2,NA,NA,0,1,2012-02-18
"307",3129,"Oberstdorf (GER)","Men",213,1,2012,19,213,185,1.2,7.67,12,0,0,2012-02-19
"308",3162,"Oslo (NOR)","Men",106,0,2012,810,106,95,2,NA,NA,0,1,2012-02-19
"309",3179,"Wisla (POL)","Men",134,0,2012,815,134,120,1.8,NA,NA,0,1,2012-02-25
"310",3180,"Wisla (POL)","Men",134,0,2012,816,134,120,1.8,NA,NA,0,1,2012-02-26
"311",3103,"Lahti (FIN)","Men",97,0,2012,459,97,90,2,6.4,6.8,1,0,2012-03-02
"312",3104,"Lahti (FIN)","Men",97,1,2012,12,97,90,2,6.4,6.8,0,0,2012-03-03
"313",3151,"Zao (JPN)","Women",100,0,2012,26,100,90,2,6,6.4,0,0,2012-03-03
"314",3222,"Zao (JPN)","Women",100,0,2012,43,100,90,2,6,6.4,0,0,2012-03-03
"315",3139,"Predazzo (ITA)","Men",134,0,2012,800,134,120,1.8,NA,NA,0,1,2012-03-03
"316",3105,"Lahti (FIN)","Men",97,0,2012,13,97,90,2,6.4,6.8,0,0,2012-03-04
"317",3152,"Zao (JPN)","Women",100,0,2012,27,100,90,2,6,6.4,0,0,2012-03-04
"318",3140,"Predazzo (ITA)","Men",134,0,2012,801,134,120,1.8,NA,NA,0,1,2012-03-04
"319",3167,"Trondheim (NOR)","Men",131,0,2012,471,140,123,1.8,7.56,9.36,1,0,2012-03-08
"320",3168,"Trondheim (NOR)","Men",131,0,2012,472,140,123,1.8,7.56,9.36,1,0,2012-03-08
"321",3168,"Trondheim (NOR)","Men",131,0,2012,31,140,123,1.8,7.56,9.36,0,0,2012-03-08
"322",3169,"Oslo (NOR)","Women",106,0,2012,32,106,95,2,6.36,7,0,0,2012-03-09
"323",3170,"Oslo (NOR)","Men",134,0,2012,473,134,120,1.8,7.24,10.8,1,0,2012-03-10
"324",3106,"Kuopio (FIN)","Men",127,0,2012,794,127,120,1.8,NA,NA,0,1,2012-03-10
"325",3171,"Oslo (NOR)","Men",134,0,2012,33,134,120,1.8,7.24,10.8,0,0,2012-03-11
"326",3107,"Kuopio (FIN)","Men",127,0,2012,795,127,120,1.8,NA,NA,0,1,2012-03-11
"327",3196,"Planica (SLO)","Men",215,0,2012,476,215,185,1.2,7.74,12,1,0,2012-03-15
"328",3197,"Planica (SLO)","Men",215,0,2012,38,215,185,1.2,7.74,12,0,0,2012-03-16
"329",3198,"Planica (SLO)","Men",215,1,2012,39,215,185,1.2,7.74,12,0,0,2012-03-17
"330",3199,"Planica (SLO)","Men",215,0,2012,40,215,185,1.2,7.74,12,0,0,2012-03-18
"331",3701,"Stams (AUT)","Men",115,0,2013,825,115,105,1.8,NA,NA,0,1,2012-06-30
"332",3702,"Stams (AUT)","Men",115,0,2013,826,115,105,1.8,NA,NA,0,1,2012-07-01
"333",3703,"Kranj (SLO)","Men",109,0,2013,827,109,100,1.8,NA,NA,0,1,2012-07-07
"334",3704,"Kranj (SLO)","Men",109,0,2013,828,109,100,1.8,NA,NA,0,1,2012-07-08
"335",3709,"Sochi (RUS)","Men",140,0,2013,829,140,125,1.8,7.56,9.36,0,1,2012-07-14
"336",3710,"Sochi (RUS)","Men",140,0,2013,830,140,125,1.8,7.56,9.36,0,1,2012-07-15
"144",3711,"Wisla (POL)","Men",134,0,2013,8,134,120,1.8,7.24,8.82,1,2,2012-07-19
"15",3712,"Wisla (POL)","Men",134,1,2013,14,134,120,1.8,7.24,8.82,0,2,2012-07-20
"16",3713,"Wisla (POL)","Men",134,0,2013,15,134,120,1.8,7.24,8.82,0,2,2012-07-21
"337",3720,"Kuopio (FIN)","Men",127,0,2013,831,127,120,1.8,NA,NA,0,1,2012-08-10
"338",3721,"Kuopio (FIN)","Men",127,0,2013,832,127,120,1.8,NA,NA,0,1,2012-08-11
"17",3722,"Courchevel (FRA)","Mix",96,1,2013,16,96,90,2,5.76,6,0,2,2012-08-14
"145",3724,"Courchevel (FRA)","Men",132,0,2013,9,132,120,1.8,8.82,12.6,1,2,2012-08-15
"18",3723,"Courchevel (FRA)","Women",96,0,2013,17,96,90,2,7,8,0,2,2012-08-15
"19",3724,"Courchevel (FRA)","Men",132,0,2013,18,132,120,1.8,8.82,12.6,0,2,2012-08-15
"146",3730,"Hinterzarten (GER)","Men",108,0,2013,10,108,95,2,6.48,7.2,1,2,2012-08-17
"20",3726,"Hinterzarten (GER)","Women",108,0,2013,19,108,95,2,6.48,7.2,0,2,2012-08-17
"21",3727,"Hinterzarten (GER)","Mix",108,1,2013,20,108,95,2,6.48,7.2,0,2,2012-08-18
"22",3729,"Hinterzarten (GER)","Men",108,0,2013,21,108,95,2,6.48,7.2,0,2,2012-08-19
"147",3733,"Hakuba (JPN)","Men",131,0,2013,11,131,120,1.8,8.82,10.44,1,2,2012-08-24
"23",3731,"Hakuba (JPN)","Men",131,0,2013,22,131,120,1.8,8.82,10.44,0,2,2012-08-25
"24",3732,"Hakuba (JPN)","Men",131,0,2013,23,131,120,1.8,8.82,10.44,0,2,2012-08-26
"339",3741,"Lillehammer (NOR)","Women",100,0,2013,833,100,90,2,NA,NA,0,1,2012-09-08
"340",3742,"Lillehammer (NOR)","Men",138,0,2013,834,138,123,1.8,NA,NA,0,1,2012-09-08
"341",3743,"Lillehammer (NOR)","Women",100,0,2013,835,100,90,2,NA,NA,0,1,2012-09-09
"342",3744,"Lillehammer (NOR)","Men",138,0,2013,836,138,123,1.8,NA,NA,0,1,2012-09-09
"343",3745,"Chaikovsky (RUS)","Men",140,0,2013,837,140,125,1.8,NA,NA,0,1,2012-09-15
"344",3746,"Chaikovsky (RUS)","Men",140,0,2013,838,140,125,1.8,NA,NA,0,1,2012-09-16
"25",3747,"Almaty (KAZ)","Women",106,0,2013,24,106,95,2,6.36,7,0,2,2012-09-22
"26",3748,"Almaty (KAZ)","Men",140,0,2013,25,140,125,1.8,7.56,9.36,0,2,2012-09-22
"345",3753,"Klingenthal (GER)","Men",140,0,2013,839,140,125,1.8,NA,NA,0,1,2012-09-22
"27",3749,"Almaty (KAZ)","Women",106,0,2013,26,106,95,2,6.36,7,0,2,2012-09-23
"28",3750,"Almaty (KAZ)","Men",140,0,2013,27,140,125,1.8,7.56,9.36,0,2,2012-09-23
"346",3754,"Klingenthal (GER)","Men",140,0,2013,840,140,125,1.8,NA,NA,0,1,2012-09-23
"148",3758,"Hinzenbach (AUT)","Men",94,0,2013,12,94,85,2,4.8,5.8,1,2,2012-09-29
"29",3757,"Hinzenbach (AUT)","Men",94,0,2013,28,94,85,2,4.8,5.8,0,2,2012-09-30
"149",3760,"Klingenthal (GER)","Men",140,0,2013,13,140,125,1.8,7.56,10.8,1,2,2012-10-02
"30",3759,"Klingenthal (GER)","Men",140,0,2013,29,140,125,1.8,10.8,7.56,0,2,2012-10-03
"347",3927,"Lillehammer (NOR)","Men",100,0,2013,504,100,90,2,6,6.4,1,0,2012-11-23
"348",3850,"Lillehammer (NOR)","Mix",100,1,2013,67,100,90,2,6,6.4,0,0,2012-11-23
"349",3851,"Lillehammer (NOR)","Women",100,0,2013,491,100,90,2,6,6.4,1,0,2012-11-24
"350",3851,"Lillehammer (NOR)","Women",100,0,2013,68,100,90,2,6,6.4,0,0,2012-11-24
"351",3852,"Lillehammer (NOR)","Men",100,0,2013,69,100,90,2,6,6.4,0,0,2012-11-24
"352",3853,"Lillehammer (NOR)","Men",138,0,2013,492,138,123,1.8,7.45,9.18,1,0,2012-11-25
"353",3853,"Lillehammer (NOR)","Men",138,0,2013,70,138,123,1.8,7.45,9.18,0,0,2012-11-25
"354",3786,"Ruka (FIN)","Men",142,0,2013,482,142,120,1.8,9.54,11.7,1,0,2012-11-29
"355",3787,"Ruka (FIN)","Men",142,1,2013,419,142,120,1.8,9.54,11.7,0,0,2012-11-30
"356",3788,"Ruka (FIN)","Men",142,0,2013,420,142,120,1.8,9.54,11.7,0,0,2012-12-01
"357",3890,"Sochi (RUS)","Men",106,0,2013,499,105,95,2,6.36,7,1,0,2012-12-07
"358",3891,"Sochi (RUS)","Women",106,0,2013,80,106,95,2,6.36,7,0,0,2012-12-08
"359",3892,"Sochi (RUS)","Men",106,0,2013,81,106,95,2,6.36,7,0,0,2012-12-08
"360",3848,"Almaty (KAZ)","Men",140,0,2013,852,140,125,1.8,NA,NA,0,1,2012-12-08
"361",3894,"Sochi (RUS)","Men",106,0,2013,500,106,95,2,6.36,7,1,0,2012-12-09
"362",3893,"Sochi (RUS)","Women",106,0,2013,82,106,95,2,6.36,7,0,0,2012-12-09
"363",3894,"Sochi (RUS)","Men",106,0,2013,83,106,95,2,6.36,7,0,0,2012-12-09
"364",3849,"Almaty (KAZ)","Men",140,0,2013,853,140,125,1.8,NA,NA,0,1,2012-12-09
"365",3928,"Ramsau (AUT)","Women",98,0,2013,505,98,90,2,5.88,6.2,1,0,2012-12-13
"366",3908,"Engelberg (SUI)","Men",137,0,2013,502,137,125,1.8,7.4,9.09,1,0,2012-12-14
"367",3766,"Ramsau (AUT)","Women",98,0,2013,44,98,90,2,5.88,6.2,0,0,2012-12-14
"368",3909,"Engelberg (SUI)","Men",137,0,2013,89,137,125,1.8,7.4,9.09,0,0,2012-12-15
"369",3910,"Engelberg (SUI)","Men",137,0,2013,503,137,125,1.8,7.4,9.09,1,0,2012-12-16
"370",3910,"Engelberg (SUI)","Men",137,0,2013,90,137,125,1.8,7.4,9.09,0,0,2012-12-16
"371",3911,"Engelberg (SUI)","Men",137,0,2013,863,137,125,1.8,NA,NA,0,1,2012-12-27
"372",3912,"Engelberg (SUI)","Men",137,0,2013,864,137,125,1.8,NA,NA,0,1,2012-12-28
"373",3806,"Oberstdorf (GER)","Men",137,0,2013,485,137,120,1.8,7.4,9.09,1,0,2012-12-29
"374",3807,"Oberstdorf (GER)","Men",137,0,2013,52,137,120,1.8,7.4,9.09,0,0,2012-12-30
"375",3808,"Garmisch-Partenkirchen (GER)","Men",140,0,2013,486,140,125,1.8,7.56,9.36,1,0,2012-12-31
"376",3809,"Garmisch-Partenkirchen (GER)","Men",140,0,2013,421,140,125,1.8,7.56,9.36,0,0,2013-01-01
"377",3769,"Innsbruck (AUT)","Men",130,0,2013,479,130,120,1.8,7.02,8.46,1,0,2013-01-03
"378",3810,"Schonach (GER)","Women",106,0,2013,487,106,95,2,6.36,7,1,0,2013-01-04
"379",3770,"Innsbruck (AUT)","Men",130,0,2013,45,130,120,1.8,7.02,8.46,0,0,2013-01-04
"380",3771,"Bischofshofen (AUT)","Men",140,0,2013,480,140,125,1.8,4.86,9.36,1,0,2013-01-05
"381",3811,"Schonach (GER)","Women",106,0,2013,53,106,95,2,6.36,7,0,0,2013-01-05
"382",3870,"Zakopane (POL)","Men",134,0,2013,857,134,120,1.8,NA,NA,0,1,2013-01-05
"383",3772,"Bischofshofen (AUT)","Men",140,0,2013,46,140,125,1.8,4.86,9.36,0,0,2013-01-06
"384",3812,"Schonach (GER)","Women",106,0,2013,54,106,95,2,6.36,7,0,0,2013-01-06
"385",3871,"Zakopane (POL)","Men",134,0,2013,858,134,120,1.8,NA,NA,0,1,2013-01-06
"386",3872,"Wisla (POL)","Men",134,0,2013,497,134,120,1.8,7.24,8.82,1,0,2013-01-08
"387",3873,"Wisla (POL)","Men",134,0,2013,77,134,120,1.8,7.24,8.82,0,0,2013-01-09
"388",3874,"Zakopane (POL)","Men",134,0,2013,498,134,120,1.8,7.24,10.8,1,0,2013-01-10
"389",3875,"Zakopane (POL)","Men",134,1,2013,78,134,120,1.8,7.24,10.8,0,0,2013-01-11
"390",3832,"Sapporo (JPN)","Men",100,0,2013,849,100,90,2,NA,NA,0,1,2013-01-11
"391",3814,"Hinterzarten (GER)","Women",108,0,2013,55,108,95,2,6.48,8.4,0,0,2013-01-12
"392",3876,"Zakopane (POL)","Men",134,0,2013,79,134,120,1.8,7.24,10.8,0,0,2013-01-12
"393",3833,"Sapporo (JPN)","Men",134,0,2013,850,134,120,1.8,NA,NA,0,1,2013-01-12
"394",3815,"Hinterzarten (GER)","Women",108,0,2013,56,108,95,2,6.48,8.4,0,0,2013-01-13
"395",3834,"Sapporo (JPN)","Men",134,0,2013,851,134,120,1.8,NA,NA,0,1,2013-01-13
"396",3836,"Sapporo (JPN)","Men",134,0,2013,61,134,120,1.8,9,11.7,0,0,2013-01-19
"397",3773,"Bischofshofen (AUT)","Men",140,0,2013,841,140,125,1.8,NA,NA,0,1,2013-01-19
"398",3837,"Sapporo (JPN)","Men",134,0,2013,62,134,120,1.8,9,11.7,0,0,2013-01-20
"399",3774,"Bischofshofen (AUT)","Men",140,0,2013,842,140,125,1.8,NA,NA,0,1,2013-01-20
"400",3858,"Vikersund (NOR)","Men",225,0,2013,493,225,195,1.2,8.1,14.4,1,0,2013-01-25
"401",3859,"Vikersund (NOR)","Men",225,0,2013,71,225,195,1.2,8.1,14.4,0,0,2013-01-26
"402",3816,"Neustadt (GER)","Men",142,0,2013,845,142,125,1.8,NA,NA,0,1,2013-01-26
"403",3860,"Vikersund (NOR)","Men",225,0,2013,494,225,195,1.2,8.1,14.4,1,0,2013-01-27
"404",3860,"Vikersund (NOR)","Men",225,0,2013,72,225,195,1.2,8.1,14.4,0,0,2013-01-27
"405",3817,"Neustadt (GER)","Men",142,0,2013,846,142,125,1.8,NA,NA,0,1,2013-01-27
"406",3781,"Harrachov (CZE)","Men",205,0,2013,481,205,185,1.2,7.38,10.8,1,0,2013-02-01
"407",3839,"Sapporo (JPN)","Women",100,0,2013,63,100,90,2,6,6.4,0,0,2013-02-02
"408",3782,"Harrachov (CZE)","Men",205,0,2013,47,205,185,1.2,7.38,10.8,0,0,2013-02-03
