codex,place,gender,hill_size_x,team,season,hill_size_y,k-point,meter value,gate factor,wind factor,type,date,id,training
3027,Courchevel (FRA),Men,132.0,0,2011,132,120.0,1.8,8.82,10.44,2,2010-08-13,2011JP3027RL,0
3006,Liberec (CZE),Men,134.0,0,2011,140,120.0,1.8,5.94,9.18,2,2010-10-01,2011JP3006RTRIA,1
3005,Liberec (CZE),Women,,0,2011,100,,,,,2,2010-10-01,2011JP3005RTRIA,1
3005,Liberec (CZE),Women,,0,2011,100,,,,,2,2010-10-01,2011JP3005RLT,1
3005,Liberec (CZE),Women,,0,2011,100,,,,,2,2010-10-01,2011JP3005RL,0
3109,Pragelato (ITA),Men,140.0,0,2010,140,125.0,1.8,7.56,9.36,2,2009-08-12,2010JP3109RLT,1
3109,Pragelato (ITA),Men,140.0,0,2010,140,125.0,1.8,7.56,9.36,2,2009-08-12,2010JP3109RLQ,0
3109,Pragelato (ITA),Men,140.0,0,2010,140,125.0,1.8,7.56,9.36,2,2009-08-12,2010JP3109RL,0
3094,Klingenthal (GER),Men,140.0,0,2010,140,125.0,1.8,7.56,9.36,2,2009-10-03,2010JP3094RTRIA,1
3094,Klingenthal (GER),Men,140.0,0,2010,140,125.0,1.8,7.56,9.36,2,2009-10-03,2010JP3094RLT,1
3094,Klingenthal (GER),Men,140.0,0,2010,140,125.0,1.8,7.56,9.36,2,2009-10-03,2010JP3094RLQ,0
3094,Klingenthal (GER),Men,140.0,0,2010,140,125.0,1.8,7.56,9.36,2,2009-10-03,2010JP3094RL,0
3086,Hinterzarten (GER),Men,108.0,0,2010,108,95.0,2.0,6.4,7.2,2,2009-08-09,2010JP3086RTRIA,1
3086,Hinterzarten (GER),Men,108.0,0,2010,108,95.0,2.0,6.4,7.2,2,2009-08-09,2010JP3086RLT,1
3086,Hinterzarten (GER),Men,108.0,0,2010,108,95.0,2.0,6.4,7.2,2,2009-08-09,2010JP3086RLQ,0
3086,Hinterzarten (GER),Men,108.0,0,2010,108,95.0,2.0,6.4,7.2,2,2009-08-09,2010JP3086RL,0
3084,Hinterzarten (GER),Men,108.0,1,2010,108,95.0,2.0,6.4,7.2,2,2009-08-08,2010JP3084RTRIA,1
3084,Hinterzarten (GER),Men,108.0,1,2010,108,95.0,2.0,6.4,7.2,2,2009-08-08,2010JP3084RL,0
3076,Einsiedeln (SUI),Men,117.0,0,2010,117,105.0,1.8,6.3,7.38,2,2009-08-16,2010JP3076RTRIA,1
3076,Einsiedeln (SUI),Men,117.0,0,2010,117,105.0,1.8,6.3,7.38,2,2009-08-16,2010JP3076RLT,1
3076,Einsiedeln (SUI),Men,117.0,0,2010,117,105.0,1.8,6.3,7.38,2,2009-08-16,2010JP3076RLQ,0
3076,Einsiedeln (SUI),Men,117.0,0,2010,117,105.0,1.8,6.3,7.38,2,2009-08-16,2010JP3076RL,0
3061,Hakuba (JPN),Men,131.0,0,2010,131,120.0,1.8,8.82,10.44,2,2009-08-30,2010JP3061RLQ,0
3061,Hakuba (JPN),Men,131.0,0,2010,131,120.0,1.8,8.82,10.44,2,2009-08-30,2010JP3061RL,0
3060,Hakuba (JPN),Men,131.0,0,2010,131,120.0,1.8,8.82,10.44,2,2009-08-29,2010JP3060RTRIA,1
3060,Hakuba (JPN),Men,131.0,0,2010,131,120.0,1.8,8.82,10.44,2,2009-08-29,2010JP3060RLT,1
3060,Hakuba (JPN),Men,131.0,0,2010,131,120.0,1.8,8.82,10.44,2,2009-08-29,2010JP3060RLQ,0
3060,Hakuba (JPN),Men,131.0,0,2010,131,120.0,1.8,8.82,10.44,2,2009-08-29,2010JP3060RL,0
3059,Zakopane (POL),Men,134.0,0,2010,134,120.0,1.8,7.2,8.82,2,2009-08-23,2010JP3059RLQ,0
3059,Zakopane (POL),Men,134.0,0,2010,134,120.0,1.8,7.2,8.82,2,2009-08-23,2010JP3059RL,0
3058,Zakopane (POL),Men,134.0,0,2010,134,120.0,1.8,7.2,8.82,2,2009-08-22,2010JP3058RTRIA,1
3058,Zakopane (POL),Men,134.0,0,2010,134,120.0,1.8,7.2,8.82,2,2009-08-22,2010JP3058RLT,1
3058,Zakopane (POL),Men,134.0,0,2010,134,120.0,1.8,7.2,8.82,2,2009-08-22,2010JP3058RLQ,0
3058,Zakopane (POL),Men,134.0,0,2010,134,120.0,1.8,7.2,8.82,2,2009-08-22,2010JP3058RL,0
3056,Courchevel (FRA),Men,132.0,0,2010,140,120.0,1.8,7.2,8.64,2,2009-08-14,2010JP3056RTRIA,1
3056,Courchevel (FRA),Men,132.0,0,2010,140,120.0,1.8,7.2,8.64,2,2009-08-14,2010JP3056RLT,1
3056,Courchevel (FRA),Men,132.0,0,2010,140,120.0,1.8,7.2,8.64,2,2009-08-14,2010JP3056RLQ,0
3056,Courchevel (FRA),Men,132.0,0,2010,140,120.0,1.8,9.0,10.44,2,2009-08-14,2010JP3056RL,0
3003,Planica (SLO),Men,240.0,1,2021,240,200.0,1.2,8.64,14.4,3,2020-12-13,2021JP3003RTRIA,1
3003,Planica (SLO),Men,240.0,1,2021,240,200.0,1.2,8.64,14.4,3,2020-12-13,2021JP3003RL,0
3002,Planica (SLO),Men,240.0,0,2021,240,200.0,1.2,8.64,14.4,3,2020-12-12,2021JP3002RTRIA,1
3002,Planica (SLO),Men,240.0,0,2021,240,200.0,1.2,8.64,14.4,3,2020-12-12,2021JP3002RL,0
3001,Planica (SLO),Men,240.0,0,2021,240,200.0,1.2,8.64,14.4,3,2020-12-10,2021JP3001RLT,1
3001,Planica (SLO),Men,240.0,0,2021,240,200.0,1.2,8.64,14.4,3,2020-12-10,2021JP3001RLQ,0
3265,Oberstdorf (GER),Men,235.0,0,2018,235,200.0,1.2,8.1,14.4,3,2018-01-20,2018JP3265RTRIA,1
3265,Oberstdorf (GER),Men,235.0,0,2018,235,200.0,1.2,8.1,14.4,3,2018-01-20,2018JP3265RL,0
3139,Oberstdorf (GER),Men,235.0,1,2018,235,200.0,1.2,8.1,14.4,3,2018-01-21,2018JP3139RTRIA,1
3139,Oberstdorf (GER),Men,235.0,1,2018,235,200.0,1.2,8.1,14.4,3,2018-01-21,2018JP3139RL,0
3137,Oberstdorf (GER),Men,235.0,0,2018,235,200.0,1.2,8.1,14.4,3,2018-01-19,2018JP3137RLT,1
3137,Oberstdorf (GER),Men,235.0,0,2018,235,200.0,1.2,8.1,14.4,3,2018-01-19,2018JP3137RLQ,0
3723,Tauplitz/Bad Mitterndorf (AUT),Men,225.0,1,2016,225,200.0,1.2,8.1,14.4,3,2016-01-17,2016JP3723RL,0
3722,Tauplitz/Bad Mitterndorf (AUT),Men,225.0,0,2016,225,200.0,1.2,8.1,14.4,3,2016-01-16,2016JP3722RTRIA,1
3722,Tauplitz/Bad Mitterndorf (AUT),Men,225.0,0,2016,225,200.0,1.2,8.1,14.4,3,2016-01-16,2016JP3722RL,0
3720,Tauplitz/Bad Mitterndorf (AUT),Men,225.0,0,2016,225,200.0,1.2,8.1,14.4,3,2016-01-14,2016JP3720RLT,1
3720,Tauplitz/Bad Mitterndorf (AUT),Men,225.0,0,2016,225,200.0,1.2,8.1,14.4,3,2016-01-14,2016JP3720RLQ,0
3806,Harrachov (CZE),Men,205.0,0,2014,205,185.0,1.2,7.38,10.8,3,2014-03-14,2014JP3806RTRIA,1
3806,Harrachov (CZE),Men,205.0,0,2014,205,185.0,1.2,7.38,10.8,3,2014-03-14,2014JP3806RL,0
3805,Harrachov (CZE),Men,205.0,0,2014,205,185.0,1.2,7.38,10.8,3,2014-03-13,2014JP3805RLT,1
3805,Harrachov (CZE),Men,205.0,0,2014,205,185.0,1.2,7.38,10.8,3,2014-03-13,2014JP3805RLQ,0
3166,Vikersund (NOR),Men,225.0,1,2012,225,195.0,1.2,8.1,14.4,3,2012-02-26,2012JP3166RTRIA,1
3166,Vikersund (NOR),Men,225.0,1,2012,225,195.0,1.2,8.1,14.4,3,2012-02-26,2012JP3166RL,0
3164,Vikersund (NOR),Men,225.0,0,2012,225,195.0,1.2,8.1,14.4,3,2012-02-25,2012JP3164RL,0
3163,Vikersund (NOR),Men,225.0,0,2012,225,195.0,1.2,8.1,14.4,3,2012-02-23,2012JP3163RLT,1
3163,Vikersund (NOR),Men,225.0,0,2012,225,195.0,1.2,8.1,14.4,3,2012-02-23,2012JP3163RLQ,0
3055,Planica (SLO),Men,215.0,1,2010,215,185.0,1.2,7.74,10.74,3,2010-03-21,2010JP3055RTRIA,1
3055,Planica (SLO),Men,215.0,1,2010,215,185.0,1.2,7.74,10.74,3,2010-03-21,2010JP3055RL,0
3054,Planica (SLO),Men,215.0,0,2010,215,185.0,1.2,7.74,10.74,3,2010-03-20,2010JP3054RTRIA,1
3054,Planica (SLO),Men,215.0,0,2010,215,185.0,1.2,7.74,10.74,3,2010-03-20,2010JP3054RL,0
3052,Planica (SLO),Men,215.0,0,2010,215,185.0,1.2,7.74,10.74,3,2010-03-18,2010JP3052RLT,1
3052,Planica (SLO),Men,215.0,0,2010,215,185.0,1.2,7.74,10.74,3,2010-03-18,2010JP3052RLQ,0
3196,Engelberg (SUI),Men,137.0,0,2010,137,125.0,1.8,,,0,2009-12-20,2010JP3196RLQ,0
3051,Oslo (NOR),Men,134.0,0,2010,134,120.0,1.8,7.24,8.82,0,2010-03-14,2010JP3051RTRIA,1
3051,Oslo (NOR),Men,134.0,0,2010,134,120.0,1.8,7.24,8.82,0,2010-03-14,2010JP3051RL,0
3050,Oslo (NOR),Men,134.0,0,2010,134,120.0,1.8,7.24,8.82,0,2010-03-13,2010JP3050RLT,1
3050,Oslo (NOR),Men,134.0,0,2010,134,120.0,1.8,7.24,8.82,0,2010-03-13,2010JP3050RLQ,0
3049,Lillehammer (NOR),Men,138.0,0,2010,138,123.0,1.8,7.45,9.18,0,2010-03-12,2010JP3049RTRIA,1
3049,Lillehammer (NOR),Men,138.0,0,2010,138,123.0,1.8,7.45,9.18,0,2010-03-12,2010JP3049RL,0
3048,Lillehammer (NOR),Men,138.0,0,2010,138,123.0,1.8,7.45,9.18,0,2010-03-11,2010JP3048RLT,1
3048,Lillehammer (NOR),Men,138.0,0,2010,138,123.0,1.8,7.45,9.18,0,2010-03-11,2010JP3048RLQ,0
3047,Kuopio (FIN),Men,127.0,0,2010,127,120.0,1.8,6.86,8.19,0,2010-03-09,2010JP3047RLT,1
3047,Kuopio (FIN),Men,127.0,0,2010,127,120.0,1.8,6.86,8.19,0,2010-03-09,2010JP3047RL,0
3045,Lahti (FIN),Men,130.0,0,2010,130,116.0,1.8,7.02,8.46,0,2010-03-07,2010JP3045RTRIA,1
3045,Lahti (FIN),Men,130.0,0,2010,130,116.0,1.8,7.02,8.46,0,2010-03-07,2010JP3045RL,0
3044,Lahti (FIN),Men,130.0,1,2010,130,116.0,1.8,7.02,8.46,0,2010-03-06,2010JP3044RTRIA,1
3044,Lahti (FIN),Men,130.0,1,2010,130,116.0,1.8,7.02,8.46,0,2010-03-06,2010JP3044RL,0
3043,Lahti (FIN),Men,130.0,0,2010,130,116.0,1.8,7.02,8.46,0,2010-03-05,2010JP3043RLT,1
3043,Lahti (FIN),Men,130.0,0,2010,130,116.0,1.8,7.02,8.46,0,2010-03-05,2010JP3043RLQ,0
3037,Willingen (GER),Men,145.0,1,2010,145,130.0,1.8,7.83,9.81,0,2010-02-07,2010JP3037RTRIA,1
3037,Willingen (GER),Men,145.0,1,2010,145,130.0,1.8,7.83,9.81,0,2010-02-07,2010JP3037RL,0
3036,Willingen (GER),Men,145.0,0,2010,145,130.0,1.8,7.83,9.81,0,2010-02-06,2010JP3036RTRIA,1
3036,Willingen (GER),Men,145.0,0,2010,145,130.0,1.8,7.83,9.81,0,2010-02-06,2010JP3036RL,0
3035,Willingen (GER),Men,145.0,0,2010,145,130.0,1.8,7.83,9.81,0,2010-02-05,2010JP3035RLT,1
3035,Willingen (GER),Men,145.0,0,2010,145,130.0,1.8,7.83,9.81,0,2010-02-05,2010JP3035RLQ,0
3034,Klingenthal (GER),Men,140.0,0,2010,140,125.0,1.8,7.56,9.36,0,2010-02-03,2010JP3034RTRIA,1
3034,Klingenthal (GER),Men,140.0,0,2010,140,125.0,1.8,7.56,9.36,0,2010-02-03,2010JP3034RL,0
3033,Klingenthal (GER),Men,140.0,0,2010,140,125.0,1.8,7.56,9.36,0,2010-02-02,2010JP3033RLT,1
3033,Klingenthal (GER),Men,140.0,0,2010,140,125.0,1.8,7.56,9.36,0,2010-02-02,2010JP3033RLQ,0
3032,Oberstdorf (GER),Men,213.0,0,2010,213,185.0,1.2,7.67,10.62,0,2010-01-31,2010JP3032RTRIA,1
3032,Oberstdorf (GER),Men,213.0,0,2010,213,185.0,1.2,7.67,10.62,0,2010-01-31,2010JP3032RL,0
3031,Oberstdorf (GER),Men,213.0,1,2010,213,185.0,1.2,7.67,10.62,0,2010-01-30,2010JP3031RTRIA,1
3031,Oberstdorf (GER),Men,213.0,1,2010,213,185.0,1.2,7.67,10.62,0,2010-01-30,2010JP3031RL,0
3030,Oberstdorf (GER),Men,213.0,0,2010,213,185.0,1.2,7.67,10.62,0,2010-01-29,2010JP3030RLT,1
3030,Oberstdorf (GER),Men,213.0,0,2010,213,185.0,1.2,7.67,10.62,0,2010-01-29,2010JP3030RLQ,0
3029,Zakopane (POL),Men,134.0,0,2010,134,120.0,1.8,,,0,2010-01-23,2010JP3029RLQ,0
3029,Zakopane (POL),Men,134.0,0,2010,134,120.0,1.8,,,0,2010-01-23,2010JP3029RL,0
3028,Zakopane (POL),Men,134.0,0,2010,134,120.0,1.8,,,0,2010-01-22,2010JP3028RTRIA,1
3028,Zakopane (POL),Men,134.0,0,2010,134,120.0,1.8,,,0,2010-01-22,2010JP3028RL,0
3027,Zakopane (POL),Men,134.0,0,2010,134,120.0,1.8,,,0,2010-01-21,2010JP3027RLT,1
3027,Zakopane (POL),Men,134.0,0,2010,134,120.0,1.8,,,0,2010-01-21,2010JP3027RLQ,0
3026,Sapporo (JPN),Men,134.0,0,2010,134,120.0,1.8,,,0,2010-01-17,2010JP3026RLQ,0
3026,Sapporo (JPN),Men,134.0,0,2010,134,120.0,1.8,,,0,2010-01-17,2010JP3026RL,0
3025,Sapporo (JPN),Men,134.0,0,2010,134,120.0,1.8,,,0,2010-01-16,2010JP3025RTRIA,1
3025,Sapporo (JPN),Men,134.0,0,2010,134,120.0,1.8,,,0,2010-01-16,2010JP3025RL,0
3024,Sapporo (JPN),Men,134.0,0,2010,134,120.0,1.8,,,0,2010-01-15,2010JP3024RLT,1
3024,Sapporo (JPN),Men,134.0,0,2010,134,120.0,1.8,,,0,2010-01-15,2010JP3024RLQ,0
3023,Tauplitz/Bad Mitterndorf (AUT),Men,200.0,0,2010,200,185.0,1.2,,,0,2010-01-10,2010JP3023RL,0
3022,Tauplitz/Bad Mitterndorf (AUT),Men,200.0,0,2010,200,185.0,1.2,,,0,2010-01-09,2010JP3022RTRIA,1
3022,Tauplitz/Bad Mitterndorf (AUT),Men,200.0,0,2010,200,185.0,1.2,,,0,2010-01-09,2010JP3022RL,0
3021,Tauplitz/Bad Mitterndorf (AUT),Men,200.0,0,2010,200,185.0,1.2,,,0,2010-01-08,2010JP3021RLT,1
3021,Tauplitz/Bad Mitterndorf (AUT),Men,200.0,0,2010,200,185.0,1.2,,,0,2010-01-08,2010JP3021RLQ,0
3020,Bischofshofen (AUT),Men,140.0,0,2010,140,125.0,1.8,,,0,2010-01-06,2010JP3020RTRIA,1
3020,Bischofshofen (AUT),Men,140.0,0,2010,140,125.0,1.8,,,0,2010-01-06,2010JP3020RL,0
3019,Bischofshofen (AUT),Men,140.0,0,2010,140,125.0,1.8,,,0,2010-01-05,2010JP3019RLT,1
3019,Bischofshofen (AUT),Men,140.0,0,2010,140,125.0,1.8,,,0,2010-01-05,2010JP3019RLQ,0
3018,Innsbruck (AUT),Men,130.0,0,2010,130,120.0,1.8,,,0,2010-01-03,2010JP3018RL,0
3017,Innsbruck (AUT),Men,130.0,0,2010,130,120.0,1.8,,,0,2010-01-03,2010JP3017RLT,1
3017,Innsbruck (AUT),Men,130.0,0,2010,130,120.0,1.8,,,0,2010-01-03,2010JP3017RLQ,0
3016,Garmisch-Partenkirchen (GER),Men,140.0,0,2010,140,125.0,1.8,,,0,2010-01-01,2010JP3016RTRIA,1
3016,Garmisch-Partenkirchen (GER),Men,140.0,0,2010,140,125.0,1.8,,,0,2010-01-01,2010JP3016RL,0
3015,Garmisch-Partenkirchen (GER),Men,140.0,0,2010,140,125.0,1.8,,,0,2009-12-31,2010JP3015RLT,1
3015,Garmisch-Partenkirchen (GER),Men,140.0,0,2010,140,125.0,1.8,,,0,2009-12-31,2010JP3015RLQ,0
3014,Oberstdorf (GER),Men,137.0,0,2010,137,120.0,1.8,,,0,2009-12-29,2010JP3014RTRIA,1
3014,Oberstdorf (GER),Men,137.0,0,2010,137,120.0,1.8,,,0,2009-12-29,2010JP3014RL,0
3013,Oberstdorf (GER),Men,137.0,0,2010,137,120.0,1.8,,,0,2009-12-28,2010JP3013RLT,1
3013,Oberstdorf (GER),Men,137.0,0,2010,137,120.0,1.8,,,0,2009-12-28,2010JP3013RLQ,0
3012,Engelberg (SUI),Men,137.0,0,2010,137,125.0,1.8,,,0,2009-12-20,2010JP3012RL,0
3011,Engelberg (SUI),Men,137.0,0,2010,137,125.0,1.8,,,0,2009-12-19,2010JP3011RL,0
3010,Engelberg (SUI),Men,137.0,0,2010,137,125.0,1.8,,,0,2009-12-19,2010JP3010RLQ,0
3008,Engelberg (SUI),Men,137.0,0,2010,137,125.0,1.8,,,0,2009-12-18,2010JP3008RL,0
3007,Engelberg (SUI),Men,137.0,0,2010,137,125.0,1.8,,,0,2009-12-18,2010JP3007RLT,1
3007,Engelberg (SUI),Men,137.0,0,2010,137,125.0,1.8,,,0,2009-12-18,2010JP3007RLQ,0
3006,Lillehammer (NOR),Men,138.0,0,2010,140,123.0,1.8,,,0,2009-12-06,2010JP3006RLQ,0
3006,Lillehammer (NOR),Men,138.0,0,2010,140,123.0,1.8,,,0,2009-12-06,2010JP3006RL,0
3005,Lillehammer (NOR),Men,138.0,0,2010,140,123.0,1.8,,,0,2009-12-05,2010JP3005RTRIA,1
3005,Lillehammer (NOR),Men,138.0,0,2010,140,123.0,1.8,,,0,2009-12-05,2010JP3005RL,0
3004,Lillehammer (NOR),Men,138.0,0,2010,140,123.0,1.8,,,0,2009-12-04,2010JP3004RLT,1
3004,Lillehammer (NOR),Men,138.0,0,2010,140,123.0,1.8,,,0,2009-12-04,2010JP3004RLQ,0
3003,Ruka (FIN),Men,142.0,0,2010,142,120.0,1.8,,,0,2009-11-28,2010JP3003RTRIA,1
3003,Ruka (FIN),Men,142.0,0,2010,142,120.0,1.8,,,0,2009-11-28,2010JP3003RL,0
3002,Ruka (FIN),Men,142.0,1,2010,142,120.0,1.8,,,0,2009-11-27,2010JP3002RL,0
3001,Ruka (FIN),Men,142.0,0,2010,142,120.0,1.8,,,0,2009-11-27,2010JP3001RLT,1
3001,Ruka (FIN),Men,142.0,0,2010,142,120.0,1.8,,,0,2009-11-27,2010JP3001RLQ,0
3947,Wisla (POL),Men,134.0,0,2015,134,120.0,1.8,7.24,9.9,1,2015-01-11,2015JP3947RTRIA,1
3947,Wisla (POL),Men,134.0,0,2015,134,120.0,1.8,7.24,9.9,1,2015-01-11,2015JP3947RL,0
3946,Wisla (POL),Men,134.0,0,2015,134,120.0,1.8,7.24,9.9,1,2015-01-10,2015JP3946RLT,1
3946,Wisla (POL),Men,134.0,0,2015,134,120.0,1.8,7.24,9.9,1,2015-01-10,2015JP3946RL,0
3940,"Iron Mountain, MI (USA)",Men,133.0,0,2015,133,120.0,1.8,7.18,8.73,1,2015-02-21,2015JP3940RL,0
3939,"Iron Mountain, MI (USA)",Men,133.0,0,2015,133,120.0,1.8,7.18,8.73,1,2015-02-21,2015JP3939RLT,1
3939,"Iron Mountain, MI (USA)",Men,133.0,0,2015,133,120.0,1.8,7.18,8.73,1,2015-02-21,2015JP3939RL,0
3927,Falun (SWE),Women,100.0,0,2015,100,90.0,2.0,6.0,6.4,1,2015-01-18,2015JP3927RL,0
3926,Falun (SWE),Women,100.0,0,2015,100,90.0,2.0,6.0,6.4,1,2015-01-18,2015JP3926RLT,1
3926,Falun (SWE),Women,100.0,0,2015,100,90.0,2.0,6.0,6.4,1,2015-01-18,2015JP3926RL,0
3918,Engelberg (SUI),Men,137.0,0,2015,137,125.0,1.8,7.4,9.9,1,2014-12-28,2015JP3918RL,0
3917,Engelberg (SUI),Men,137.0,0,2015,137,125.0,1.8,7.4,9.9,1,2014-12-27,2015JP3917RLT,1
3917,Engelberg (SUI),Men,137.0,0,2015,137,125.0,1.8,7.4,9.9,1,2014-12-27,2015JP3917RL,0
3905,Planica (SLO),Men,139.0,0,2015,139,125.0,1.8,7.51,9.9,1,2015-01-25,2015JP3905RTRIA,1
3905,Planica (SLO),Men,139.0,0,2015,139,125.0,1.8,7.51,9.9,1,2015-01-25,2015JP3905RL,0
3904,Planica (SLO),Men,139.0,0,2015,139,125.0,1.8,7.51,9.9,1,2015-01-24,2015JP3904RTRIA,1
3904,Planica (SLO),Men,139.0,0,2015,139,125.0,1.8,7.51,9.9,1,2015-01-24,2015JP3904RLT,1
3904,Planica (SLO),Men,139.0,0,2015,139,125.0,1.8,7.51,9.9,1,2015-01-24,2015JP3904RL,0
3899,Nizhny Tagil (RUS),Men,134.0,0,2015,134,120.0,1.8,7.24,8.82,1,2015-03-15,2015JP3899RTRIA,1
3899,Nizhny Tagil (RUS),Men,134.0,0,2015,134,120.0,1.8,7.24,8.82,1,2015-03-15,2015JP3899RL,0
3898,Nizhny Tagil (RUS),Men,134.0,0,2015,134,120.0,1.8,7.24,8.82,1,2015-03-14,2015JP3898RTRIA,1
3898,Nizhny Tagil (RUS),Men,134.0,0,2015,134,120.0,1.8,7.24,8.82,1,2015-03-14,2015JP3898RLT,1
3898,Nizhny Tagil (RUS),Men,134.0,0,2015,134,120.0,1.8,7.24,8.82,1,2015-03-14,2015JP3898RL,0
3892,Zakopane (POL),Men,134.0,0,2015,134,120.0,1.8,7.24,10.8,1,2015-02-01,2015JP3892RTRIA,1
3892,Zakopane (POL),Men,134.0,0,2015,134,120.0,1.8,7.24,10.8,1,2015-02-01,2015JP3892RL,0
3891,Zakopane (POL),Men,134.0,0,2015,134,120.0,1.8,7.24,10.8,1,2015-01-31,2015JP3891RTRIA,1
3891,Zakopane (POL),Men,134.0,0,2015,134,120.0,1.8,7.24,10.8,1,2015-01-31,2015JP3891RLT,1
3891,Zakopane (POL),Men,134.0,0,2015,134,120.0,1.8,7.24,10.8,1,2015-01-31,2015JP3891RL,0
3877,Rena (NOR),Men,139.0,0,2015,139,124.0,1.8,7.51,9.27,1,2014-12-14,2015JP3877RL,0
3876,Rena (NOR),Men,139.0,0,2015,139,124.0,1.8,7.51,9.27,1,2014-12-14,2015JP3876RLT,1
3876,Rena (NOR),Men,139.0,0,2015,139,124.0,1.8,7.51,9.27,1,2014-12-14,2015JP3876RL,0
3875,Rena (NOR),Men,111.0,0,2015,111,99.0,2.0,6.66,7.5,1,2014-12-12,2015JP3875RTRIA,1
3875,Rena (NOR),Men,111.0,0,2015,111,99.0,2.0,6.66,7.5,1,2014-12-12,2015JP3875RLT,1
3875,Rena (NOR),Men,111.0,0,2015,111,99.0,2.0,6.66,7.5,1,2014-12-12,2015JP3875RL,0
3874,Notodden (NOR),Women,100.0,0,2015,98,90.0,2.0,,,1,2014-12-13,2015JP3874RTRIA,1
3874,Notodden (NOR),Women,100.0,0,2015,98,90.0,2.0,,,1,2014-12-13,2015JP3874RL,0
3873,Notodden (NOR),Men,100.0,0,2015,98,90.0,2.0,,,1,2014-12-12,2015JP3873RL,0
3872,Notodden (NOR),Women,100.0,0,2015,98,90.0,2.0,,,1,2014-12-12,2015JP3872RTRIA,1
3872,Notodden (NOR),Women,100.0,0,2015,98,90.0,2.0,,,1,2014-12-12,2015JP3872RLT,1
3872,Notodden (NOR),Women,100.0,0,2015,98,90.0,2.0,,,1,2014-12-12,2015JP3872RL,0
3871,Notodden (NOR),Men,100.0,0,2015,98,90.0,2.0,,,1,2014-12-11,2015JP3871RTRIA,1
3871,Notodden (NOR),Men,100.0,0,2015,98,90.0,2.0,,,1,2014-12-11,2015JP3871RLT,1
3871,Notodden (NOR),Men,100.0,0,2015,98,90.0,2.0,,,1,2014-12-11,2015JP3871RL,0
3853,Sapporo (JPN),Men,134.0,0,2015,134,120.0,1.8,,,1,2015-01-18,2015JP3853RL,0
3852,Sapporo (JPN),Men,134.0,0,2015,134,120.0,1.8,,,1,2015-01-17,2015JP3852RTRIA,1
3852,Sapporo (JPN),Men,134.0,0,2015,134,120.0,1.8,,,1,2015-01-17,2015JP3852RLT,1
3852,Sapporo (JPN),Men,134.0,0,2015,134,120.0,1.8,,,1,2015-01-17,2015JP3852RL,0
3851,Sapporo (JPN),Men,100.0,0,2015,100,90.0,2.0,,,1,2015-01-16,2015JP3851RTRIA,1
3851,Sapporo (JPN),Men,100.0,0,2015,100,90.0,2.0,,,1,2015-01-16,2015JP3851RLT,1
3851,Sapporo (JPN),Men,100.0,0,2015,100,90.0,2.0,,,1,2015-01-16,2015JP3851RL,0
3848,Titisee-Neustadt (GER),Men,142.0,0,2015,142,125.0,1.8,7.67,10.8,1,2015-03-01,2015JP3848RL,0
3847,Titisee-Neustadt (GER),Men,142.0,0,2015,142,125.0,1.8,7.67,10.8,1,2015-02-28,2015JP3847RLT,1
3847,Titisee-Neustadt (GER),Men,142.0,0,2015,142,125.0,1.8,7.67,10.8,1,2015-02-28,2015JP3847RL,0
3846,Titisee-Neustadt (GER),Men,142.0,0,2015,142,125.0,1.8,7.67,10.8,1,2015-02-28,2015JP3846RL,0
3845,Brotterode (GER),Men,117.0,0,2015,117,105.0,1.8,6.32,7.29,1,2015-02-07,2015JP3845RTRIA,1
3845,Brotterode (GER),Men,117.0,0,2015,117,105.0,1.8,6.32,7.29,1,2015-02-07,2015JP3845RLT,1
3845,Brotterode (GER),Men,117.0,0,2015,117,105.0,1.8,6.32,7.29,1,2015-02-07,2015JP3845RL,0
3817,Lahti (FIN),Men,130.0,0,2015,130,116.0,1.8,7.56,8.46,1,2015-02-15,2015JP3817RTRIA,1
3817,Lahti (FIN),Men,130.0,0,2015,130,116.0,1.8,7.56,8.46,1,2015-02-15,2015JP3817RL,0
3816,Lahti (FIN),Men,130.0,0,2015,130,116.0,1.8,7.56,8.46,1,2015-02-14,2015JP3816RTRIA,1
3816,Lahti (FIN),Men,130.0,0,2015,130,116.0,1.8,7.56,8.46,1,2015-02-14,2015JP3816RLT,1
3816,Lahti (FIN),Men,130.0,0,2015,130,116.0,1.8,7.56,8.46,1,2015-02-14,2015JP3816RL,0
3800,Seefeld (AUT),Men,109.0,0,2015,109,99.0,2.0,6.54,7.3,1,2015-03-08,2015JP3800RTRIA,1
3800,Seefeld (AUT),Men,109.0,0,2015,109,99.0,2.0,6.54,7.3,1,2015-03-08,2015JP3800RL,0
3799,Seefeld (AUT),Men,109.0,0,2015,109,99.0,2.0,6.54,7.3,1,2015-03-07,2015JP3799RTRIA,1
3799,Seefeld (AUT),Men,109.0,0,2015,109,99.0,2.0,6.54,7.3,1,2015-03-07,2015JP3799RLT,1
3799,Seefeld (AUT),Men,109.0,0,2015,109,99.0,2.0,6.54,7.3,1,2015-03-07,2015JP3799RL,0
3759,Trondheim (NOR),Women,105.0,0,2015,100,90.0,2.0,,,1,2014-09-28,2015JP3759RTRIA,1
3759,Trondheim (NOR),Women,105.0,0,2015,100,90.0,2.0,,,1,2014-09-28,2015JP3759RL,0
3758,Trondheim (NOR),Men,140.0,0,2015,138,124.0,1.8,7.56,9.36,1,2014-09-28,2015JP3758RTRIA,1
